plant_id,type
CRDO2,"Tree, Shrub"
CREN,"Tree, Shrub"
CRER3,"Tree, Shrub"
CRER,"Tree, Shrub"
CREX2,"Tree, Shrub"
CREX3,"Tree, Shrub"
CRFL,"Tree, Shrub"
CRFL2,"Tree, Shrub"
CRFR3,"Tree, Shrub"
CRFU2,"Tree, Shrub"
CRFU3,"Tree, Shrub"
CRGL4,"Tree, Shrub"
CRGR13,"Tree, Shrub"
CRGR2,"Tree, Shrub"
CRHA3,"Tree, Shrub"
CRHA2,"Tree, Shrub"
CRHA4,"Tree, Shrub"
CRHE3,"Tree, Shrub"
CRHO5,"Tree, Shrub"
CRHU3,Tree
CRID,"Tree, Shrub"
CRIG2,"Tree, Shrub"
CRIM,Tree
CRIM6,"Tree, Shrub"
CRIN26,"Tree, Shrub"
CRIN10,Tree
CRIN16,"Tree, Shrub"
CRIN17,"Tree, Shrub"
CRIN18,"Tree, Shrub"
CRIN3,"Tree, Shrub"
CRIN19,"Tree, Shrub"
CRIR,"Tree, Shrub"
CRIR2,"Tree, Shrub"
CRJE,"Tree, Shrub"
CRJO3,"Tree, Shrub"
CRKE2,"Tree, Shrub"
CRKE3,Tree
CRKN,"Tree, Shrub"
CRLA2,"Tree, Shrub"
CRLA80,"Tree, Shrub"
CRLA9,"Tree, Shrub"
CRLA4,Tree
CRLA3,"Tree, Shrub"
CRLA11,"Tree, Shrub"
CRLE8,"Tree, Shrub"
CRLE5,Tree
CRLI6,"Tree, Shrub"
CRLI12,"Tree, Shrub"
CRLU,"Tree, Shrub"
CRLU3,Tree
CRMA3,"Tree, Shrub"
CRMA11,Tree
CRMA4,"Tree, Shrub"
CRMA5,"Tree, Shrub"
CRME11,"Tree, Shrub"
CRME6,"Tree, Shrub"
CRME,"Tree, Shrub"
CRME3,"Tree, Shrub"
CRMO2,"Tree, Shrub"
CRMO3,"Tree, Shrub"
CRNI,"Tree, Shrub"
CRNI4,"Tree, Shrub"
CRNO2,Tree
CRNU4,Tree
CROK2,"Shrub, Tree"
CROP,"Tree, Shrub"
CROP3,"Tree, Shrub"
CROV2,"Tree, Shrub"
CRPA3,"Tree, Shrub"
CRPE13,"Tree, Shrub"
CRPE14,Tree
CRPE,"Tree, Shrub"
CRPE2,"Tree, Shrub"
CRPE3,"Tree, Shrub"
CRPE7,Tree
CRPE6,"Tree, Shrub"
CRPH,"Tree, Shrub"
CRPH2,"Shrub, Tree"
CRPI,Tree
CRPI3,"Tree, Shrub"
CRPO,"Tree, Shrub"
CRPO11,"Tree, Shrub"
CRPR4,"Tree, Shrub"
CRPR,"Tree, Shrub"
CRPR5,"Tree, Shrub"
CRPR2,"Tree, Shrub"
CRPU8,Tree
CRPU9,"Tree, Shrub"
CRPU,"Tree, Shrub"
CRPU14,"Tree, Shrub"
CRRA6,"Tree, Shrub"
CRRE11,"Tree, Shrub"
CRRE3,"Tree, Shrub"
CRRH2,"Tree, Shrub"
CRRI5,"Tree, Shrub"
CRRI,"Tree, Shrub"
CRRU10,Tree
CRRU5,Tree
CRSA2,"Tree, Shrub"
CRSA3,"Tree, Shrub"
CRSC80,"Tree, Shrub"
CRSC4,"Tree, Shrub"
CRSH3,"Tree, Shrub"
CRSI3,Tree
CRSP,"Tree, Shrub"
CRSP5,"Tree, Shrub"
CRSP6,"Tree, Shrub"
CRST,"Tree, Shrub"
CRSU2,"Tree, Shrub"
CRSU3,"Tree, Shrub"
CRSU5,"Tree, Shrub"
CRSU16,"Tree, Shrub"
CRSU6,"Tree, Shrub"
CRTA2,"Tree, Shrub"
CRTE2,"Tree, Shrub"
CRTH4,"Tree, Shrub"
CRTI2,"Tree, Shrub"
CRTR,"Tree, Shrub"
CRTR2,"Tree, Shrub"
CRTR4,"Tree, Shrub"
CRTU2,Tree
CRUN,"Tree, Shrub"
CRVA,"Tree, Shrub"
CRVA3,"Tree, Shrub"
CRVE11,"Tree, Shrub"
CRVI,"Tree, Shrub"
CRVI2,"Tree, Shrub"
CRVID,"Tree, Shrub"
CRVIV2,"Tree, Shrub"
CRVU,"Tree, Shrub"
CRWA,"Tree, Shrub"
CRWE,Tree
CRWH,Tree
CRWI3,"Shrub, Tree"
CRWO,"Tree, Shrub"
CRXA,"Tree, Shrub"
CRCU,"Tree, Shrub"
CRRH,"Tree, Shrub"
CRLO3,"Tree, Shrub"
CRMA8,Tree
CRJA3,Tree
CUTR2,"Tree, Shrub"
CULA,Tree
CUGL,Tree
CUAN4,Tree
CYAC4,Tree
CYAR10,Tree
CYDU5,Tree
CYFI6,"Tree, Shrub"
CYFIF,"Tree, Shrub"
CYFIG,"Tree, Shrub"
CYFL4,"Shrub, Subshrub, Tree"
CYGI5,Tree
CYHA6,Tree
CYHAC,Tree
CYHAH,Tree
CYHA7,"Tree, Shrub"
CYHO6,Tree
CYKU3,"Shrub, Tree"
CYKU,"Tree, Subshrub, Shrub"
CYLE5,Tree
CYMA10,Tree
CYMAG,Tree
CYMAM,Tree
CYMA14,Tree
CYPI4,"Tree, Subshrub, Shrub"
CYPIL,"Tree, Subshrub, Shrub"
CYPIP,"Tree, Subshrub, Shrub"
CYPO5,Tree
CYPR8,Tree
CYPY,Tree
CYQU,Tree
CYRI4,"Shrub, Tree"
CYSO2,Tree
CYST5,"Tree, Shrub"
CYSU8,Tree
CYSUR,Tree
CYSUS,Tree
CYTR6,Tree
CYCO18,Tree
CYRE11,"Tree, Shrub"
CYOB2,"Tree, Shrub"
CYFU10,"Shrub, Tree"
CYFUF,"Shrub, Tree"
CYFUM,"Shrub, Tree"
CYIM2,"Shrub, Tree"
CYIMA,"Shrub, Tree"
CYIMI,"Shrub, Tree"
CYPA6,"Tree, Shrub"
CYRA,"Tree, Shrub"
CYGI3,"Tree, Shrub"
CYRA3,"Tree, Shrub"
CYWA13,"Shrub, Tree"
DAEC,"Tree, Shrub"
DASI,Tree
DALA11,"Tree, Shrub"
DEFA,"Tree, Shrub"
DELA4,"Tree, Shrub"
DENI,Tree
DENIK,Tree
DENIN,Tree
DEPA9,"Tree, Shrub"
DEUN2,Tree
DERE,Tree
DEHA3,"Tree, Shrub"
DERI,"Shrub, Tree"
DERIR,"Shrub, Tree"
DERIR2,"Shrub, Tree"
DICI2,"Tree, Shrub"
DISU11,Tree
DILO7,Tree
DIBL3,Tree
DIDI15,Tree
DIEB2,Tree
DIHI4,Tree
DIMA24,Tree
DISA10,Tree
DITE3,"Tree, Shrub"
DIVI5,Tree
DOVI,"Tree, Shrub"
DOHE2,"Tree, Shrub"
DRDI,"Tree, Shrub"
DRLA3,"Tree, Shrub"
DUAR,"Tree, Shrub"
DUDE,"Tree, Shrub"
DUFA2,"Tree, Subshrub, Shrub"
DUKN,"Tree, Shrub"
DUKNF,"Tree, Shrub"
DUKNK,"Tree, Shrub"
DUKNN,"Tree, Shrub"
DUMI,"Tree, Shrub"
DUMO2,"Tree, Shrub"
DUPL,"Tree, Shrub"
DUPLH,"Tree, Shrub"
DUPLM,"Tree, Shrub"
DUPLP3,"Tree, Shrub"
DURE2,"Tree, Shrub"
DUER,"Tree, Shrub"
DYLU,Tree
EBEB,"Shrub, Tree"
EHAN,"Tree, Shrub"
ELAN,"Tree, Shrub"
ELGU,Tree
ELBI,Tree
ELRA2,"Tree, Shrub"
ENCO2,Tree
ENCY,Tree
ERJA3,Tree
ERFR4,"Tree, Shrub"
ERCR6,"Shrub, Tree"
ERFL7,"Tree, Shrub"
ERHE4,"Tree, Subshrub, Shrub"
ERSA11,Tree
ESBE,"Tree, Shrub"
EUBO2,Tree
EUBR2,Tree
EUCA2,Tree
EUCI80,Tree
EUCO3,Tree
EUCR,Tree
EUDE,Tree
EUDE2,Tree
EUGL16,Tree
EUGL,Tree
EUGLG,Tree
EUGLM,Tree
EUGO,Tree
EUGO2,Tree
EUGR12,Tree
EUHE12,Tree
EUHEA,Tree
EUMA4,Tree
EUMI,Tree
EUMO5,Tree
EUPA,Tree
EUPI,Tree
EUPO,Tree
EUPU,Tree
EURA4,Tree
EURE2,Tree
EURO2,Tree
EURU2,Tree
EUSA17,Tree
EUSA,Tree
EUSI2,Tree
EUTE,Tree
EUTO11,Tree
EUVI,Tree
EUAP,"Tree, Shrub"
EUAX,"Tree, Shrub"
EUCO4,"Tree, Shrub"
EUFO3,"Tree, Shrub"
EUKO,"Tree, Shrub"
EURE7,"Tree, Shrub"
EURH,"Tree, Shrub"
EUUN2,"Tree, Shrub"
EUAT5,"Shrub, Tree"
EUATA2,"Shrub, Tree"
EUATC2,"Shrub, Tree"
EUBU5,"Shrub, Tree"
EUEU7,"Shrub, Tree"
EUHA7,"Shrub, Tree"
EUHAM2,"Shrub, Tree"
EUHAS2,"Shrub, Tree"
EUJA8,"Shrub, Tree"
EUOC8,"Shrub, Tree"
EUOCO,"Shrub, Tree"
EUOCP2,"Shrub, Tree"
EUHA2,Tree
EULA8,"Tree, Shrub"
EUPU9,"Tree, Shrub"
EUTI,Tree
EUSA6,"Tree, Shrub"
EXGA,"Tree, Shrub"
EXCA,"Tree, Shrub"
EXPA,"Tree, Shrub"
EYOR,"Tree, Shrub"
EYTE,"Tree, Shrub"
FAGR,Tree
FASY,Tree
FAMO,Tree
FEWI,"Tree, Shrub"
FIAL4,Tree
FIAM,"Tree, Shrub"
FIAU,"Tree, Shrub, Vine"
FIBE2,Tree
FIBE,"Tree, Shrub"
FICA,"Tree, Shrub"
FICI,"Tree, Shrub"
FIEL,Tree
FIMA,Tree
FIMI2,"Shrub, Subshrub, Tree, Vine"
FINO3,Tree
FIPA2,"Shrub, Tree"
FIRE3,Tree
FIRU4,Tree
FITH2,"Shrub, Subshrub, Tree, Vine"
FIDE2,Tree
FISI2,"Tree, Shrub"
FISP3,Tree
FLIN,"Tree, Shrub"
FLBR,Tree
FLAC,"Tree, Shrub"
FLNE,Tree
FOAC,"Tree, Shrub"
FOAN,"Tree, Shrub"
FOSE,"Tree, Shrub"
FOSEP,"Tree, Shrub"
FOSES,"Tree, Shrub"
FOSH,"Tree, Shrub"
FOJA,"Shrub, Tree"
FRAL4,"Tree, Shrub"
FRBE2,"Tree, Shrub"
FRBEB,"Tree, Shrub"
FRBEO,Tree
FRBL,"Tree, Shrub"
FRCA12,"Tree, Shrub"
FRCAC5,"Tree, Shrub"
FRCAC6,"Tree, Shrub"
FRCAC7,"Tree, Shrub"
FRCAO4,"Tree, Shrub"
FRCAT2,"Tree, Shrub"
FRCAU,"Tree, Shrub"
FRCA13,"Tree, Shrub"
FRPU7,"Tree, Shrub"
FRPUP,"Tree, Shrub"
FRAL,"Tree, Shrub"
FRAL3,Tree
FRAM2,Tree
FRAN2,"Tree, Shrub"
FRANA,"Tree, Shrub"
FRANL,"Tree, Shrub"
FRBE,Tree
FRCA3,"Tree, Shrub"
FRCU,"Tree, Shrub"
FRDI2,"Tree, Shrub"
FREX80,Tree
FRGO,"Tree, Shrub"
FRGR2,"Tree, Shrub"
FRLA,Tree
FRNI,Tree
FRPA4,Tree
FRPE,Tree
FRPR,Tree
FRQU,Tree
FRUH,Tree
FRVE2,Tree
FRCA6,"Tree, Shrub"
FRME2,"Tree, Shrub"
FUBO,"Tree, Shrub"
FUPA2,"Tree, Shrub"
FUSE,Tree
GABR,"Tree, Shrub"
GAMA6,Tree
GARE,Tree
GATA,Tree
GACO9,"Tree, Shrub"
GAEL,"Tree, Shrub"
GAFL2,"Tree, Shrub"
GAFR,"Tree, Shrub"
GAOV,"Tree, Shrub"
GAOVG,"Tree, Shrub"
GAOVL,"Tree, Shrub"
GAVE2,"Tree, Shrub"
GAWR3,"Shrub, Tree"
GECA16,"Tree, Shrub"
GIBI2,Tree
GLAQ,"Tree, Shrub"
GLTE,Tree
GLTR,"Tree, Shrub"
GLSE2,Tree
GLPA4,"Tree, Shrub"
GOLA,"Tree, Shrub"
GOBA,"Tree, Subshrub, Shrub"
GOHI,"Tree, Subshrub, Shrub"
GOHIH2,"Tree, Subshrub, Shrub"
GOTH,"Tree, Shrub"
GRBA,Tree
GRRO,Tree
GUAN,"Tree, Shrub"
GUOF,Tree
GUSA,"Tree, Shrub"
GUDI,"Tree, Shrub"
GUGL2,Tree
GUOB,"Tree, Shrub"
GUEL,"Tree, Shrub"
GUSC,"Tree, Shrub"
GYLA,"Tree, Shrub"
GYLU,"Tree, Shrub"
GYDI,Tree
HACA2,"Tree, Shrub"
HACA3,"Tree, Shrub"
HADI3,"Tree, Shrub"
HATE3,Tree
HATEM,Tree
HATET,Tree
HAVE2,"Tree, Shrub"
HAVI4,"Tree, Shrub"
HAPA3,"Tree, Shrub"
HAAR4,Tree
HAPA10,"Tree, Shrub"
HEFO5,"Tree, Shrub"
HEHI8,"Tree, Shrub"
HETE21,"Tree, Shrub, Vine"
HEPA3,"Tree, Shrub"
HEPO4,Tree
HEAB2,Tree
HEABA,Tree
HEABB,Tree
HEAR22,Tree
HEBA5,Tree
HEFO10,Tree
HEGL4,Tree
HEGO3,"Tree, Shrub"
HEMA21,"Tree, Shrub"
HEMA22,Tree
HENE2,Tree
HEPI11,"Tree, Shrub"
HESA17,"Tree, Shrub"
HEST10,Tree
HEAR9,"Tree, Shrub"
HEAR10,"Tree, Shrub"
HELY,Tree
HELE4,Tree
HEAR5,"Tree, Shrub"
HEARA2,"Tree, Shrub"
HEARC2,"Tree, Shrub"
HEARM,"Tree, Shrub"
HIBO2,Tree
HICR,Tree
HIDI,"Tree, Shrub"
HIGI,Tree
HIHU,Tree
HIPU2,Tree
HIST2,"Shrub, Tree"
HIWI,Tree
HIWO,Tree
HIAR,"Tree, Shrub"
HIARA2,"Tree, Shrub"
HIARI,"Tree, Shrub"
HIARP3,"Tree, Shrub"
HIBR,"Tree, Shrub"
HIBRB,"Tree, Shrub"
HIBRM,"Tree, Shrub"
HIBRM3,"Shrub, Tree"
HICA6,"Tree, Subshrub, Shrub"
HICL,"Tree, Shrub"
HIKO,"Tree, Shrub"
HIKOK,"Tree, Shrub"
HIKOS,"Tree, Shrub"
HIMA5,Tree
HIMU3,"Tree, Shrub"
HIRO3,"Tree, Subshrub, Shrub"
HISY,"Tree, Shrub"
HITI,"Tree, Shrub"
HIWA,"Tree, Shrub"
HIWAH,"Tree, Shrub"
HIWAW,"Tree, Shrub"
HIMA2,Tree
HOPO5,Tree
HODU2,"Tree, Shrub"
HUCR,Tree
HYUN3,"Tree, Vine"
HYTR,"Tree, Shrub"
HYCA11,"Shrub, Tree"
HYCH2,"Tree, Shrub"
IDPO,Tree
ILAM,"Tree, Shrub"
ILAM2,"Tree, Shrub"
ILAN,"Tree, Shrub"
ILAQ80,"Tree, Shrub"
ILAT,"Tree, Shrub"
ILCA,"Tree, Shrub"
ILCAC,"Tree, Shrub"
ILCAL,"Tree, Shrub"
ILCO2,"Tree, Shrub"
ILCO,"Tree, Shrub"
ILCO80,"Tree, Shrub"
ILCR2,"Tree, Shrub"
ILCU3,"Shrub, Tree"
ILDE,"Tree, Shrub"
ILKR,"Tree, Shrub"
ILLA,"Tree, Shrub"
ILLO,"Tree, Shrub"
ILMO,"Tree, Shrub"
ILMU,"Shrub, Tree"
ILMY,"Tree, Shrub"
ILOP,"Tree, Shrub"
ILOPA,"Tree, Shrub"
ILOPO,"Tree, Shrub"
ILPA3,"Shrub, Tree"
ILRO2,Tree
ILVE,"Tree, Shrub"
ILVO,"Tree, Shrub"
ILFL,"Tree, Shrub"
ILPA,"Tree, Shrub"
IXPA,Tree
JAMI,Tree
JAAR2,"Shrub, Tree"
JAKE,"Tree, Shrub"
JACU2,"Tree, Shrub"
JAIN,"Tree, Shrub"
JAINI,"Tree, Shrub"
JAMU,"Tree, Shrub"
JUAI2,Tree
JUBI3,Tree
JUCA,"Tree, Shrub"
JUCI,Tree
JUHI,Tree
JUHI2,Tree
JUIN3,Tree
JUMA,Tree
JUMI,"Tree, Shrub"
JUMIM,"Tree, Shrub"
JUMIS,"Tree, Shrub"
JUNI,Tree
JUQU,Tree
JURE80,Tree
JUAR3,Tree
JUAS,"Tree, Shrub"
JUCA7,"Tree, Shrub"
JUCO11,Tree
JUCO6,"Tree, Shrub"
JUCOC4,"Tree, Shrub"
JUCOD,"Tree, Shrub"
JUCOM2,"Tree, Shrub"
JUDE2,"Tree, Shrub"
JUFA2,"Tree, Shrub"
JUFL,Tree
JUGR7,Tree
JUMA10,Tree
JUMO,"Tree, Shrub"
JUMOM,"Tree, Shrub"
JUOC,Tree
JUOS,Tree
JUPI,"Tree, Shrub"
JUSA5,"Shrub, Tree"
JUSC2,"Tree, Shrub"
JUVI,Tree
JUVIS,Tree
JUVIV,Tree
KALA,"Tree, Shrub"
KASE,Tree
KAHU,"Tree, Shrub"
KHSE2,Tree
KOSP,"Tree, Shrub"
KOSPS,"Tree, Shrub"
KOSPT,"Tree, Shrub"
KOEL,Tree
KOELF,Tree
KOPA,Tree
KOCO2,"Tree, Shrub"
KODR,"Tree, Shrub"
KOKA,"Tree, Shrub"
KOLA2,"Tree, Shrub"
KRFE,"Tree, Shrub"
KUER,Tree
LAFA2,"Tree, Shrub"
LAHE2,"Vine, Tree, Shrub"
LAHI5,"Tree, Shrub"
LAKA,"Tree, Shrub"
LALY2,"Tree, Shrub"
LATI2,"Tree, Shrub"
LATIL,"Tree, Shrub"
LATIT2,"Tree, Shrub"
LATIW2,"Tree, Shrub"
LATR4,"Shrub, Tree"
LAWA3,"Tree, Shrub"
LAAN2,Tree
LAWA7,"Shrub, Tree"
LAIN,"Tree, Shrub"
LAPA,"Shrub, Tree"
LARA2,"Tree, Shrub"
LAIN2,"Tree, Shrub"
LAINI,"Tree, Shrub"
LAINO,"Tree, Shrub"
LADE2,Tree
LAKA2,Tree
LALA,Tree
LALY,Tree
LAOC,Tree
LANO80,Tree
LEFL,"Tree, Shrub"
LEPI16,"Tree, Shrub"
LEPIO,"Tree, Shrub"
LEPIP,"Tree, Shrub"
LESQ,"Tree, Shrub"
LELA29,"Shrub, Tree"
LEMO20,"Shrub, Tree"
LEPE23,"Shrub, Tree"
LEPO22,"Shrub, Tree"
LESC2,"Tree, Shrub"
LEES2,Tree
LELE10,"Tree, Shrub"
LELEG,"Shrub, Tree"
LELEL2,"Shrub, Tree"
LEPU3,"Tree, Shrub"
LERE5,"Tree, Shrub"
LEMO5,"Shrub, Tree"
LITR,Tree
LIJA,"Tree, Shrub"
LILU2,"Tree, Shrub"
LIOV,"Tree, Shrub"
LISI,"Tree, Shrub"
LIAR10,"Tree, Shrub"
LIBE3,"Tree, Shrub"
LIBEB,"Tree, Shrub"
LIBEP,"Tree, Shrub"
LIME7,"Tree, Shrub"
LISU8,"Tree, Shrub"
LIST2,Tree
LITU,Tree
LIMO4,Tree
LICH3,Tree
LIRO5,Tree
LOPU4,Tree
LOCO9,Tree
LURA3,"Tree, Shrub"
LYFE,"Tree, Shrub"
LYFL2,Tree
LYFLA,Tree
LYFLF,Tree
LYLA3,Tree
LYSA5,"Shrub, Tree"
LYWA,"Tree, Shrub"
MAMA28,Tree
MATA3,Tree
MAPO,"Tree, Shrub"
MAAC,Tree
MAAS,"Tree, Shrub"
MAFR,Tree
MAGR4,Tree
MAKO,"Shrub, Tree"
MAMA2,Tree
MAPY,Tree
MASO9,"Shrub, Tree"
MAST6,Tree
MATR,Tree
MAVI2,"Tree, Shrub"
MAPH4,Tree
MALA6,"Tree, Shrub"
MAEM,"Tree, Shrub"
MAGL6,"Tree, Shrub"
MAAN3,"Tree, Shrub"
MAANA,"Tree, Shrub"
MAANP,"Tree, Shrub"
MAAR7,Tree
MABA,"Tree, Shrub"
MABAB,"Tree, Shrub"
MACO5,"Tree, Shrub"
MADA5,"Shrub, Tree"
MAFL80,"Tree, Shrub"
MAFU,"Tree, Shrub"
MAHA7,"Shrub, Tree"
MAHU2,"Tree, Shrub"
MAIO,"Tree, Shrub"
MAIOI,"Tree, Shrub"
MAIOT8,"Tree, Shrub"
MAMA29,"Tree, Shrub"
MAPL,Tree
MAPR,"Tree, Shrub"
MAPU,Tree
MAPU14,"Shrub, Tree"
MARO10,"Shrub, Tree"
MASO3,Tree
MASP9,Tree
MASY2,"Tree, Shrub"
MAIN3,Tree
MAES,"Subshrub, Shrub, Forb/herb, Tree"
MAGR8,Tree
MAJA2,"Tree, Shrub"
MAJAE,"Tree, Shrub"
MAZA,Tree
MABO8,"Shrub, Tree"
MAPH,"Tree, Shrub"
MELI7,Tree
MEQU,"Tree, Shrub"
MECA9,"Tree, Shrub"
MESA3,"Tree, Shrub"
MEAZ,"Tree, Shrub"
MEBI,Tree
MEAN3,"Tree, Shrub"
MEBA2,"Tree, Shrub"
MEBA3,Tree
MECH2,"Tree, Shrub"
MECI6,"Tree, Shrub"
MECL,"Tree, Shrub"
MECR5,Tree
MEEL2,Tree
MEHA7,"Tree, Shrub"
MEHA3,Tree
MEHA4,"Tree, Shrub"
MEHI6,Tree
MEHO2,"Shrub, Tree"
MEKA2,Tree
MEKN,Tree
MEMA6,"Tree, Shrub"
MEMA7,"Tree, Shrub"
MEMO6,"Tree, Shrub"
MEMU4,Tree
MEOA,"Tree, Shrub"
MEOB4,Tree
MEOR4,Tree
MEOV,Tree
MEOV2,"Tree, Shrub"
MEPA6,Tree
MEPA7,Tree
MEPE9,"Tree, Shrub"
MEPS,"Tree, Shrub"
MEPU4,"Tree, Shrub"
MEQU3,"Tree, Shrub"
MERA2,"Tree, Shrub"
MERO3,"Tree, Shrub, Vine"
MESA4,Tree
MESA5,"Tree, Shrub"
MEVO,Tree
MEWA2,"Tree, Shrub"
MEWA4,Tree
MEZA,Tree
MEUM3,"Tree, Shrub"
MEGL8,Tree
METO3,Tree
MEMA4,Tree
MEPO5,"Tree, Shrub"
MEPOD,"Tree, Shrub"
MEPOG,"Tree, Shrub"
MEPOI2,"Tree, Shrub"
MEPOM,"Tree, Shrub"
MEPON,"Tree, Shrub"
MEPOP2,"Tree, Shrub"
MEPOP3,"Tree, Shrub"
MEPOP4,"Tree, Shrub"
MERU2,"Tree, Shrub"
METR5,"Tree, Shrub"
MEWA,"Tree, Shrub"
MEWAF,"Tree, Shrub"
MEWAW,"Tree, Shrub"
MICA20,"Shrub, Tree"
MIPI9,Tree
MIAC3,"Tree, Shrub"
MIACB,"Tree, Shrub"
MICO4,Tree
MOHI,"Tree, Shrub"
MOCA6,"Tree, Shrub"
MOCA7,"Tree, Shrub"
MOCE2,"Tree, Subshrub, Shrub"
MOFA,"Tree, Shrub"
MOIN,"Tree, Shrub"
MOMA6,Tree
MOPE6,"Tree, Shrub"
MORU3,Tree
MOCI3,"Tree, Shrub"
MOTR,"Tree, Shrub"
MOOL,"Tree, Shrub"
MOAL,"Tree, Shrub"
MOMI,"Tree, Shrub"
MONI,"Tree, Shrub"
MORU2,Tree
MORUR,Tree
MORUT,Tree
MURA3,Tree
MUCA4,"Tree, Shrub"
MUEX2,"Tree, Shrub"
MUAC,"Tree, Shrub, Subshrub, Forb/herb"
MUPA3,"Tree, Shrub, Subshrub, Forb/herb"
MUTR2,"Tree, Shrub, Subshrub, Forb/herb"
MYLA5,"Tree, Shrub"
MYSA,"Tree, Shrub"
MYFR,"Tree, Shrub"
MYAL4,"Tree, Shrub"
MYCU2,"Shrub, Tree"
MYDE2,Tree
MYEM,"Tree, Shrub"
MYFE,"Tree, Shrub"
MYFO,"Tree, Shrub"
MYHE3,"Tree, Shrub"
MYKA,"Tree, Shrub"
MYKN,"Tree, Shrub"
MYLA3,"Tree, Shrub"
MYLE2,"Tree, Shrub"
MYME2,Tree
MYPE3,"Tree, Shrub"
MYPU2,Tree
MYSA2,"Tree, Shrub"
MYWA,"Tree, Shrub"
NECO,"Shrub, Tree"
NEME5,"Tree, Shrub"
NEOL,"Tree, Shrub"
NEPO,"Tree, Shrub"
NESA2,"Tree, Shrub"
NIGL,"Tree, Shrub"
NOBI,"Tree, Shrub, Subshrub"
NOPA,"Tree, Shrub, Subshrub"
NOEM,"Shrub, Tree"
NOBR2,Tree
NOLA,Tree
NOLO,"Tree, Shrub"
NOPE,Tree
NOTHO9,"Tree, Shrub"
NODE3,"Tree, Shrub"
NODED,"Tree, Shrub"
NODEE,"Tree, Shrub"
NODEA,"Tree, Shrub"
NOHU,"Tree, Shrub"
NOSA,"Tree, Shrub"
NYAQ2,Tree
NYBI,Tree
NYOG,Tree
NYSY,Tree
NYUR2,"Tree, Shrub"
OCTH,"Shrub, Tree"
OCCO,Tree
OCEL,"Tree, Shrub"
OCHA,Tree
OCKA,Tree
OCKI,Tree
OECE,"Tree, Shrub"
OLEU,"Tree, Shrub"
OLEUC,"Shrub, Tree"
OLEUE,"Tree, Shrub"
OLTE,"Tree, Shrub"
OPAU2,"Shrub, Tree"
OPBA2,"Tree, Shrub"
OPBAB2,"Tree, Shrub"
OPBAB,"Tree, Shrub"
OPBAL,"Tree, Shrub"
OPBAT,"Tree, Shrub"
OPCO4,"Tree, Shrub"
OPFI,"Tree, Shrub"
OPGO,"Tree, Shrub"
OPMA8,"Tree, Shrub"
OPMAM,"Tree, Shrub"
OPMAM2,"Tree, Shrub"
OPMO5,"Tree, Shrub"
OPPI3,"Shrub, Tree"
OPSA,"Tree, Shrub"
OPTO2,"Tree, Shrub"
OSAM,"Tree, Shrub"
OSAMA,"Tree, Shrub"
OSAMM,"Tree, Shrub"
OSCH2,"Tree, Shrub"
OSKN,"Tree, Shrub"
OSVI,"Tree, Shrub"
OXAR,"Tree, Shrub"
PASC14,"Tree, Shrub"
PASP16,Tree
PATE2,Tree
PALO8,"Tree, Shrub"
PAAC3,"Tree, Shrub"
PAFL6,"Tree, Shrub"
PAMI5,"Tree, Shrub"
PATE10,"Tree, Shrub"
PATEM,"Tree, Shrub"
PATET2,"Tree, Shrub"
PATO2,Tree
PEDU3,Tree
PEPT3,Tree
PEAC2,"Tree, Shrub, Vine"
PEGR14,"Tree, Shrub"
PESA3,"Tree, Shrub"
PEAM3,Tree
PEBO,"Tree, Shrub"
PEHU2,"Tree, Shrub"
PEPA37,"Tree, Shrub"
PEDO,"Tree, Shrub"
PESC4,"Tree, Shrub"
PHAM2,Tree
PHJA,Tree
PHLA26,Tree
PHSA80,Tree
PHCA13,Tree
PHDA4,"Tree, Shrub"
PHRE,Tree
PHDA5,"Shrub, Tree"
PHSE17,Tree
PHVI81,"Tree, Shrub"
PHAC3,"Tree, Shrub"
PHDI8,"Tree, Subshrub, Shrub"
PHBO9,"Tree, Shrub"
PIAB,Tree
PIAL4,Tree
PIBR,Tree
PIEN,Tree
PIENE,Tree
PIENM2,Tree
PIGL,Tree
PILU,Tree
PIMA,Tree
PIPU,Tree
PIRU,Tree
PISI,Tree
PIPE,"Tree, Shrub"
PIPO4,Tree
PIDI2,Tree
PIBR6,"Tree, Shrub"
PIAL,Tree
PIAR,Tree
PIAR5,Tree
PIARA,Tree
PIARS2,Tree
PIAT,Tree
PIAT2,Tree
PIBA,Tree
PIBAA,Tree
PIBAB,Tree
PIBA2,Tree
PICA18,Tree
PICE,Tree
PICL,Tree
PICO,Tree
PICOB,Tree
PICOC,Tree
PICOL,Tree
PICOM,Tree
PICO3,Tree
PIDI3,Tree
PIEC2,Tree
PIED,Tree
PIEL,Tree
PIELD,Tree
PIELE2,Tree
PIEN2,Tree
PIFL2,Tree
PIGL2,Tree
PIHA7,Tree
PIJE,Tree
PILA,Tree
PILE,Tree
PILEC,Tree
PILO,Tree
PIMO,Tree
PIMO3,Tree
PIMU80,"Tree, Shrub"
PIMU,Tree
PINI,Tree
PIPA2,Tree
PIPA13,Tree
PIPI6,Tree
PIPI7,Tree
PIPO,Tree
PIPOB2,Tree
PIPOB3,Tree
PIPOP,Tree
PIPOS,Tree
PIPOW2,Tree
PIPU5,Tree
PIQU,Tree
PIRA2,Tree
PIRE5,Tree
PIRE,Tree
PIRI,Tree
PIRI2,"Tree, Shrub"
