"plant_id","type"
"192350","SEMA17","Subshrub"
"192351","SENE5","Subshrub"
"192352","SEPA","Subshrub"
"192373","SEBL","Subshrub"
"192377","SECI2","Subshrub"
"192383","SEER2","Subshrub"
"192384","SEERE","Subshrub"
"192385","SEERK","Subshrub"
"192386","SEERM","Subshrub"
"192389","SEFL3","Subshrub"
"192390","SEFLD","Subshrub"
"192391","SEFLF","Subshrub"
"192392","SEFLM","Subshrub"
"192399","SEHY2","Subshrub"
"192407","SELE8","Subshrub"
"192408","SELI","Subshrub"
"192409","SELIL","Subshrub"
"192411","SELY","Subshrub"
"192419","SEPA2","Subshrub"
"192424","SERA","Subshrub"
"192425","SERI2","Subshrub"
"192429","SESE2","Subshrub"
"192430","SESEA","Subshrub"
"192431","SESES","Subshrub"
"192433","SESP3","Subshrub"
"192434","SESPM","Subshrub"
"192435","SESPS2","Subshrub"
"192440","SETR","Subshrub"
"192443","SEWA3","Subshrub"
"192444","SEWO","Subshrub"
"192446","SEAL4","Subshrub"
"192451","SEBA3","Subshrub"
"192453","SECO10","Subshrub"
"192460","SEHI2","Subshrub"
"192461","SEHIG","Subshrub"
"192463","SELI9","Subshrub"
"192464","SELI4","Subshrub"
"192465","SEMA11","Subshrub"
"192471","SEOB4","Subshrub"
"192472","SEOC2","Subshrub"
"192496","SEOR6","Subshrub"
"192497","SEORC2","Subshrub"
"192498","SEORO2","Subshrub"
"192511","SEDR","Subshrub"
"192513","SEHE8","Subshrub"
"192514","SEPU7","Subshrub"
"192515","SESE7","Subshrub"
"192518","SEVE","Subshrub"
"192519","SEVI7","Subshrub"
"192528","SETR3","Subshrub"
"192589","SHGA","Subshrub"
"192590","SHGAB","Subshrub"
"192591","SHGAG","Subshrub"
"192604","SIPR","Subshrub"
"192606","SITR3","Subshrub"
"192632","SIAC3","Subshrub"
"192633","SIAG","Subshrub"
"192634","SIAN5","Subshrub"
"192635","SICI","Subshrub"
"192637","SICO","Subshrub"
"192638","SIEL","Subshrub"
"192639","SIELE","Subshrub"
"192642","SIGL4","Subshrub"
"192644","SILI","Subshrub"
"192645","SILI6","Subshrub"
"192646","SILO","Subshrub"
"192648","SIRH","Subshrub"
"192649","SIRU2","Subshrub"
"192650","SISA10","Subshrub"
"192651","SISP","Subshrub"
"192653","SITR","Subshrub"
"192654","SIUR2","Subshrub"
"192657","SIASA2","Subshrub"
"192658","SIASN","Subshrub"
"192666","SICE3","Subshrub"
"192670","SIEL2","Subshrub"
"192675","SIHI","Subshrub"
"192676","SIHIA","Subshrub"
"192677","SIHIH","Subshrub"
"192678","SIHIP","Subshrub"
"192679","SIHIV","Subshrub"
"192683","SIMA","Subshrub"
"192684","SIMA2","Subshrub"
"192685","SIMAC","Subshrub"
"192686","SIMAD","Subshrub"
"192687","SIMAL","Subshrub"
"192688","SIMAL2","Subshrub"
"192689","SIMAS2","Subshrub"
"192690","SIMAM","Subshrub"
"192691","SIMAP","Subshrub"
"192692","SIMAP2","Subshrub"
"192693","SIMAR2","Subshrub"
"192694","SIMAV","Subshrub"
"192695","SIMU","Subshrub"
"192697","SINE3","Subshrub"
"192698","SINEC2","Subshrub"
"192699","SINEN","Subshrub"
"192700","SINET","Subshrub"
"192701","SIOR","Subshrub"
"192702","SIORE","Subshrub"
"192703","SIORH","Subshrub"
"192704","SIORO","Subshrub"
"192705","SIORC2","Subshrub"
"192706","SIORM2","Subshrub"
"192707","SIORN2","Subshrub"
"192708","SIORO2","Subshrub"
"192709","SIORP2","Subshrub"
"192710","SIORS","Subshrub"
"192711","SIORV","Subshrub"
"192716","SISP7","Subshrub"
"192719","SIMU4","Subshrub"
"192720","SIPA5","Subshrub"
"192746","SIACA3","Subshrub"
"192749","SIAL4","Subshrub"
"192773","SICR","Subshrub"
"192775","SIDE5","Subshrub"
"192789","SIHA5","Subshrub"
"192807","SILA7","Subshrub"
"192838","SIPE5","Subshrub"
"192872","SIST2","Subshrub"
"192942","SICA7","Subshrub"
"193048","SMPU","Subshrub"
"193058","SOAM","Subshrub"
"193059","SOAV","Subshrub"
"193060","SOBA","Subshrub"
"193061","SOBAB","Subshrub"
"193062","SOBAL","Subshrub"
"193063","SOBAR","Subshrub"
"193065","SOCA","Subshrub"
"193066","SOCA10","Subshrub"
"193068","SOCA3","Subshrub"
"193069","SOCAC4","Subshrub"
"193070","SOCAF","Subshrub"
"193074","SOCL","Subshrub"
"193077","SODI2","Subshrub"
"193078","SODO3","Subshrub"
"193079","SODO","Subshrub"
"193080","SODU","Subshrub"
"193081","SODUD","Subshrub"
"193082","SODUV","Subshrub"
"193083","SOEL","Subshrub"
"193084","SOER2","Subshrub"
"193088","SOFU4","Subshrub"
"193090","SOGL3","Subshrub"
"193096","SOIN","Subshrub"
"193100","SOLA3","Subshrub"
"193102","SOLE4","Subshrub"
"193107","SOMA","Subshrub"
"193108","SOMA3","Subshrub"
"193109","SOME","Subshrub"
"193110","SONE2","Subshrub"
"193111","SONI3","Subshrub"
"193112","SONI","Subshrub"
"193113","SOPA","Subshrub"
"193117","SOPS","Subshrub"
"193120","SOPU9","Subshrub"
"193121","SORA2","Subshrub"
"193122","SORO3","Subshrub"
"193124","SOSA4","Subshrub"
"193129","SOTE","Subshrub"
"193130","SOTE4","Subshrub"
"193131","SOTEL","Subshrub"
"193132","SOTET","Subshrub"
"193133","SOTO4","Subshrub"
"193136","SOTU","Subshrub"
"193138","SOUM","Subshrub"
"193139","SOUMG","Subshrub"
"193140","SOUMI","Subshrub"
"193141","SOUMU","Subshrub"
"193142","SOVI2","Subshrub"
"193143","SOVI8","Subshrub"
"193145","SOVI3","Subshrub"
"193146","SOWA","Subshrub"
"193147","SOXA","Subshrub"
"193148","SOXAG","Subshrub"
"193149","SOXAH","Subshrub"
"193150","SOXAI","Subshrub"
"193151","SOXAM","Subshrub"
"193152","SOXAO","Subshrub"
"193153","SOXAX","Subshrub"
"193219","SOMU","Subshrub"
"193220","SOMUA","Subshrub"
"193221","SOMUM","Subshrub"
"193222","SOMUS","Subshrub"
"193262","SOSI3","Subshrub"
"193269","SOSIS","Subshrub"
"193271","SOSIS3","Subshrub"
"193272","SOSIS4","Subshrub"
"193297","SOVE6","Subshrub"
"193419","SPAS2","Subshrub"
"193424","SPGL2","Subshrub"
"193431","SPVE2","Subshrub"
"193438","SPAM2","Subshrub"
"193439","SPAMA","Subshrub"
"193440","SPAMM","Subshrub"
"193441","SPAMR","Subshrub"
"193442","SPAMR2","Subshrub"
"193443","SPAN3","Subshrub"
"193444","SPBO2","Subshrub"
"193445","SPCA4","Subshrub"
"193447","SPCAW","Subshrub"
"193448","SPCO","Subshrub"
"193449","SPCOC","Subshrub"
"193450","SPCOE","Subshrub"
"193451","SPCO2","Subshrub"
"193452","SPDI3","Subshrub"
"193453","SPDID","Subshrub"
"193454","SPDIT","Subshrub"
"193455","SPEM","Subshrub"
"193456","SPFE","Subshrub"
"193457","SPFEA","Subshrub"
"193458","SPFEE","Subshrub"
"193459","SPFEF","Subshrub"
"193460","SPFET","Subshrub"
"193461","SPFEV","Subshrub"
"193462","SPGI2","Subshrub"
"193463","SPGR2","Subshrub"
"193464","SPGRG","Subshrub"
"193465","SPGRP2","Subshrub"
"193466","SPHA","Subshrub"
"193467","SPIN2","Subshrub"
"193468","SPINC","Subshrub"
"193469","SPINI","Subshrub"
"193470","SPJA3","Subshrub"
"193471","SPLA","Subshrub"
"193472","SPLE","Subshrub"
"193473","SPLI","Subshrub"
"193474","SPMU2","Subshrub"
"193475","SPMUM","Subshrub"
"193476","SPMUS2","Subshrub"
"193477","SPOR","Subshrub"
"193478","SPPA2","Subshrub"
"193479","SPPE2","Subshrub"
"193480","SPPO6","Subshrub"
"193481","SPPR3","Subshrub"
"193482","SPPS","Subshrub"
"193483","SPRU2","Subshrub"
"193484","SPRUE","Subshrub"
"193485","SPRUG","Subshrub"
"193486","SPRUR","Subshrub"
"193487","SPWR","Subshrub"
"193489","SPAR2","Subshrub"
"193490","SPCA7","Subshrub"
"193493","SPDI5","Subshrub"
"193494","SPRU3","Subshrub"
"193497","SPSA3","Subshrub"
"193676","STGR6","Subshrub"
"193722","STAU","Subshrub"
"193726","STMU2","Subshrub"
"193727","STTR3","Subshrub"
"193728","STUR","Subshrub"
"193734","STEL","Subshrub"
"193735","STPI","Subshrub"
"193736","STPIB","Subshrub"
"193737","STPII","Subshrub"
"193738","STPII2","Subshrub"
"193739","STPIP","Subshrub"
"193740","STTO","Subshrub"
"193741","STTOR","Subshrub"
"193742","STTOT","Subshrub"
"193798","STSC","Subshrub"
"193812","STMU4","Subshrub"
"193813","STMUM","Subshrub"
"193815","STNI6","Subshrub"
"193816","STNIF","Subshrub"
"193817","STNIG","Subshrub"
"193818","STNIN","Subshrub"
"193859","STLI2","Subshrub"
"193863","STAC","Subshrub"
"193864","STAR10","Subshrub"
"193865","STARA","Subshrub"
"193866","STARG","Subshrub"
"193867","STLA7","Subshrub"
"193871","STBL2","Subshrub"
"193872","STCI","Subshrub"
"193884","STMI13","Subshrub"
"193885","STMIM","Subshrub"
"193886","STMIM2","Subshrub"
"193887","STMIU2","Subshrub"
"193890","STPA4","Subshrub"
"193891","STRU3","Subshrub"
"193901","STLE","Subshrub"
"193903","STOV3","Subshrub"
"193904","STOVT","Subshrub"
"193908","STSA","Subshrub"
"193919","STAQ2","Subshrub"
"193920","STLI3","Subshrub"
"193945","STBE","Subshrub"
"193946","STBR4","Subshrub"
"193947","STBRB","Subshrub"
"193948","STBRH2","Subshrub"
"193956","STCO6","Subshrub"
"193957","STCOC","Subshrub"
"193958","STCOD2","Subshrub"
"193959","STCOP","Subshrub"
"193997","STTO3","Subshrub"
"193998","STTOF","Subshrub"
"193999","STTOO3","Subshrub"
"194000","STTOO","Subshrub"
"194001","STTOP","Subshrub"
"194002","STTOS","Subshrub"
"194003","STTOT2","Subshrub"
"194072","STFR80","Subshrub"
"194073","STHA","Subshrub"
"194092","SUCA2","Subshrub"
"194093","SUCA","Subshrub"
"194094","SUCO","Subshrub"
"194095","SUES","Subshrub"
"194096","SULI","Subshrub"
"194098","SUMA","Subshrub"
"194099","SUMAM","Subshrub"
"194100","SUMAR","Subshrub"
"194101","SUME","Subshrub"
"194102","SUMO","Subshrub"
"194104","SUSU","Subshrub"
"194105","SUSUD","Subshrub"
"194106","SUSUS","Subshrub"
"194107","SUTA","Subshrub"
"194108","SUTA2","Subshrub"
"194140","SYAL","Subshrub"
"194141","SYALA","Subshrub"
"194142","SYALL","Subshrub"
"194147","SYMO","Subshrub"
"194193","SYEL2","Subshrub"
"194203","SYFE","Subshrub"
"194251","SYOO","Subshrub"
"194252","SYOOO","Subshrub"
"194253","SYOOP","Subshrub"
"194273","SYPU","Subshrub"
"194274","SYPUP","Subshrub"
"194275","SYPUS","Subshrub"
"194294","SYTA","Subshrub"
"194297","SYTU2","Subshrub"
"194379","TALE","Subshrub"
"194389","TAFR","Subshrub"
"194392","TAPA2","Subshrub"
"194393","TATR2","Subshrub"
"194487","TECI2","Subshrub"
"194492","TELI","Subshrub"
"194493","TEMO3","Subshrub"
"194494","TEON","Subshrub"
"194495","TEPO","Subshrub"
"194496","TEPU","Subshrub"
"194501","TEVI","Subshrub"
"194507","TECO","Subshrub"
"194510","TEHA","Subshrub"
"194515","TEAR","Subshrub"
"194516","TEAX","Subshrub"
"194517","TEAXA","Subshrub"
"194518","TEAXL","Subshrub"
"194519","TECA2","Subshrub"
"194520","TECO2","Subshrub"
"194521","TEFI","Subshrub"
"194522","TEGL","Subshrub"
"194523","TENU2","Subshrub"
"194524","TESP2","Subshrub"
"194525","TEST2","Subshrub"
"194526","TETE4","Subshrub"
"194528","TETE3","Subshrub"
"194535","TENE","Subshrub"
"194574","TEBR","Subshrub"
"194581","TESC2","Subshrub"
"194582","TESCA","Subshrub"
"194583","TESCL","Subshrub"
"194584","TESCS","Subshrub"
"194585","TESCV","Subshrub"
"194588","TEVE3","Subshrub"
"194614","TEGL2","Subshrub"
"194617","TESC","Subshrub"
"194654","THMO","Subshrub"
"194655","THTE2","Subshrub"
"194671","THLO","Subshrub"
"194828","THTR7","Subshrub"
"194832","THAC","Subshrub"
"194838","THPE4","Subshrub"
"194839","THPEB","Subshrub"
"194840","THPEH","Subshrub"
"194841","THPEP","Subshrub"
"194842","THPEP2","Subshrub"
"194843","THSE4","Subshrub"
"194844","THSEG","Subshrub"
"194853","THPR","Subshrub"
"194854","THPRA","Subshrub"
"194855","THPU5","Subshrub"
"194856","THVU","Subshrub"
"194874","TIHE2","Subshrub"
"194875","TILO","Subshrub"
"194883","TIOB","Subshrub"
"194884","TISU","Subshrub"
"194923","TICA3","Subshrub"
"194924","TICAC","Subshrub"
"194925","TICAP","Subshrub"
"194926","TIGO","Subshrub"
"194927","TIGR","Subshrub"
"194928","TIHI","Subshrub"
"194929","TILA6","Subshrub"
"194930","TIME","Subshrub"
"194932","TIPA","Subshrub"
"194933","TIPL2","Subshrub"
"194935","TIDI2","Subshrub"
"194952","TOAB","Subshrub"
"194954","TOEX3","Subshrub"
"194955","TOGR2","Subshrub"
"194960","TOMI","Subshrub"
"194961","TOPE","Subshrub"
"195034","TOPU2","Subshrub"
"195035","TORA2","Subshrub"
"195036","TORAD","Subshrub"
"195037","TORAE","Subshrub"
"195038","TORAN","Subshrub"
"195039","TORAP","Subshrub"
"195040","TORAR","Subshrub"
"195041","TORAV","Subshrub"
"195042","TORY","Subshrub"
"195106","TRRA5","Subshrub"
"195146","TRPH","Subshrub"
"195147","TRPHP","Subshrub"
"195169","TRCI2","Subshrub"
"195210","TRAR","Subshrub"
"195216","TRLA3","Subshrub"
"195222","TRPA3","Subshrub"
"195227","TRSU6","Subshrub"
"195262","TRAN","Subshrub"
"195263","TRANA2","Subshrub"
"195264","TRANB","Subshrub"
"195265","TRANM","Subshrub"
"195313","TRFR4","Subshrub"
"195320","TRGY","Subshrub"
"195321","TRGYG","Subshrub"
"195322","TRGYP2","Subshrub"
"195364","TRNA2","Subshrub"
"195371","TRPA5","Subshrub"
"195372","TRPAM","Subshrub"
"195373","TRPAP","Subshrub"
"195374","TRPAS","Subshrub"
"195577","TRPE11","Subshrub"
"195578","TRRH","Subshrub"
"195579","TRSE4","Subshrub"
"195581","TRCA8","Subshrub"
"195615","TUDI","Subshrub"
"195616","TUDIA","Subshrub"
"195617","TUUL","Subshrub"
"195658","URLO","Subshrub"
"195729","VAAN","Subshrub"
"195732","VABO","Subshrub"
"195736","VACE","Subshrub"
"195738","VACR","Subshrub"
"195739","VACRC","Subshrub"
"195740","VACRS","Subshrub"
"195741","VADA","Subshrub"
"195742","VADE","Subshrub"
"195749","VAGE","Subshrub"
"195751","VAMA","Subshrub"
"195756","VAMY","Subshrub"
"195757","VAMY2","Subshrub"
"195759","VAOV2","Subshrub"
"195760","VAOX","Subshrub"
"195761","VAPA4","Subshrub"
"195764","VASC","Subshrub"
"195767","VATE3","Subshrub"
"195768","VAUL","Subshrub"
"195770","VAVI","Subshrub"
"195771","VAVIM","Subshrub"
"195833","VATE2","Subshrub"
"195846","VECA","Subshrub"
"195892","VEBO","Subshrub"
"195894","VEBR2","Subshrub"
"195899","VECL","Subshrub"
"195906","VEHA","Subshrub"
"195911","VEIN9","Subshrub"
"195913","VELI","Subshrub"
"195917","VEMO2","Subshrub"
"195925","VEPE","Subshrub"
"195933","VESC","Subshrub"
"195946","VEDI","Subshrub"
"196050","VIAC","Subshrub"
"196146","VICO","Subshrub"
"196147","VIDE3","Subshrub"
"196148","VIDED3","Subshrub"
"196149","VIDEL2","Subshrub"
"196150","VILA3","Subshrub"
"196151","VIPA14","Subshrub"
"196153","VIRE","Subshrub"
"196154","VIST","Subshrub"
"196155","VITR9","Subshrub"
"196194","VICH4","Subshrub"
"196195","VICHC","Subshrub"
"196196","VICHR","Subshrub"
"196197","VICHT","Subshrub"
"196226","VIHE2","Subshrub"
"196238","VILA17","Subshrub"
"196255","VIMA6","Subshrub"
"196267","VIOA","Subshrub"
"196341","VIWA2","Subshrub"
"196346","VIAL2","Subshrub"
"196423","WAIN","Subshrub"
"196444","WEAC","Subshrub"
"196445","WEACH","Subshrub"
"196453","WHMO","Subshrub"
"196455","WIUR","Subshrub"
"196456","WIURC","Subshrub"
"196487","WIAM","Subshrub"
"196488","WIPE","Subshrub"
"196556","XASI","Subshrub"
"196571","XYCO2","Subshrub"
"196572","XYCO3","Subshrub"
"196573","XYCR2","Subshrub"
"196574","XYGL","Subshrub"
"196575","XYGLG","Subshrub"
"196576","XYGLL","Subshrub"
"196577","XYGLV","Subshrub"
"196578","XYOR","Subshrub"
"196579","XYTO2","Subshrub"
"196580","XYTOI","Subshrub"
"196581","XYTOP","Subshrub"
"196582","XYTOT","Subshrub"
"196583","XYVE","Subshrub"
"196584","XYWR","Subshrub"
"196592","XYPA3","Subshrub"
"196593","XYTR","Subshrub"
"196629","YEPL","Subshrub"
"196638","YUAN2","Subshrub"
"196639","YUANA2","Subshrub"
"196640","YUANK","Subshrub"
"196641","YUANT","Subshrub"
"196642","YUAR2","Subshrub"
"196643","YUBA","Subshrub"
"196644","YUBA2","Subshrub"
"196645","YUBAB3","Subshrub"
"196646","YUBAI","Subshrub"
"196647","YUBAN","Subshrub"
"196651","YUCA","Subshrub"
"196652","YUCO","Subshrub"
"196655","YUFI","Subshrub"
"196656","YUFL2","Subshrub"
"196657","YUGL","Subshrub"
"196658","YUGLG2","Subshrub"
"196659","YUGLG","Subshrub"
"196661","YUHA","Subshrub"
"196662","YUHAH","Subshrub"
"196663","YUHAN","Subshrub"
"196664","YUHAS","Subshrub"
"196665","YUKA3","Subshrub"
"196666","YULO","Subshrub"
"196667","YUMA4","Subshrub"
"196668","YUNE","Subshrub"
"196669","YUPA","Subshrub"
"196670","YURE2","Subshrub"
"196671","YURE","Subshrub"
"196672","YURU","Subshrub"
"196674","YUSC","Subshrub"
"196675","YUTE","Subshrub"
"196683","ZAPU","Subshrub"
"196684","ZAPUP","Subshrub"
"196706","ZAFO","Subshrub"
"196707","ZAFOS","Subshrub"
"196708","ZAME2","Subshrub"
"196756","ZIAC","Subshrub"
"196758","ZIAN","Subshrub"
"196759","ZIGR","Subshrub"
"196763","ZIVI2","Subshrub"
"196801","ZUBR","Subshrub"
"196802","ZUBRA","Subshrub"
"196803","ZUBRB","Subshrub"
"196804","ZUBRP","Subshrub"
"196806","ZYFA","Subshrub"
"196813","ABAL3","Tree"
"196814","ABAM","Tree"
"196815","ABBA","Tree"
"196816","ABBAB","Tree"
"196817","ABBAP","Tree"
"196818","ABBR","Tree"
"196819","ABCO","Tree"
"196820","ABFI","Tree"
"196821","ABFR","Tree"
"196822","ABGR","Tree"
"196823","ABHO","Tree"
"196824","ABLA","Tree"
"196825","ABLAA","Tree"
"196826","ABLAL","Tree"
"196827","ABLO","Tree"
"196828","ABMA","Tree"
"196829","ABMAM","Tree"
"196830","ABMAS","Tree"
"196831","ABPR","Tree"
"196895","ACAN10","Tree"
"196896","ACAU","Tree"
"196897","ACBA","Tree"
"196898","ACCO","Tree"
"196900","ACDE3","Tree"
"196901","ACDE","Tree"
"196902","ACEL","Tree"
"196903","ACKO","Tree"
"196904","ACKO2","Tree"
"196905","ACLO","Tree"
"196906","ACME80","Tree"
"196907","ACME","Tree"
"196909","ACPA81","Tree"
"196910","ACPO2","Tree"
"196911","ACPY3","Tree"
"196913","ACRE2","Tree"
"196914","ACSA","Tree"
"196915","ACVE2","Tree"
"196966","ACCA5","Tree"
"196967","ACCI","Tree"
"196968","ACFL","Tree"
"196969","ACFR","Tree"
"196970","ACGI","Tree"
"196971","ACGL","Tree"
"196972","ACGLD3","Tree"
"196973","ACGLD4","Tree"
"196974","ACGLG2","Tree"
"196975","ACGLG","Tree"
"196976","ACGLN2","Tree"
"196977","ACGLT2","Tree"
"196978","ACGR3","Tree"
"196979","ACGRG","Tree"
"196980","ACGRS","Tree"
"196981","ACJA2","Tree"
"196982","ACLE","Tree"
"196983","ACMA3","Tree"
"196984","ACNE2","Tree"
"196985","ACNEA","Tree"
"196986","ACNEC2","Tree"
"196987","ACNEI2","Tree"
"196988","ACNEN","Tree"
"196989","ACNET","Tree"
"196990","ACNEV","Tree"
"196991","ACNI5","Tree"
"196992","ACPA2","Tree"
"196993","ACPE","Tree"
"196994","ACPL","Tree"
"196995","ACPS","Tree"
"196996","ACRU","Tree"
"196997","ACRUD","Tree"
"196998","ACRUR","Tree"
"196999","ACRUT","Tree"
"197000","ACSA2","Tree"
"197001","ACSA3","Tree"
"197002","ACSAS","Tree"
"197003","ACSAS2","Tree"
"197004","ACSP2","Tree"
"197005","ACTA80","Tree"
"197106","ACWR4","Tree"
"197135","ACTO5","Tree"
"197164","ADPA","Tree"
"197191","ADSP","Tree"
"197254","AEBU","Tree"
"197255","AECA","Tree"
"197256","AECA2","Tree"
"197257","AEFL","Tree"
"197258","AEGL","Tree"
"197259","AEGLA","Tree"
"197260","AEGLG","Tree"
"197261","AEHI","Tree"
"197262","AEHY","Tree"
"197263","AEMA2","Tree"
"197264","AEMU","Tree"
"197265","AENE","Tree"
"197266","AEPA2","Tree"
"197267","AEPA","Tree"
"197268","AEPAF","Tree"
"197269","AEPAP","Tree"
"197270","AESY","Tree"
"197271","AEWO","Tree"
"197510","AIAL","Tree"
"197526","ALCH2","Tree"
"197527","ALJU","Tree"
"197528","ALLE","Tree"
"197529","ALLE2","Tree"
"197530","ALPR","Tree"
"197531","ALSA10","Tree"
"197542","ALMA","Tree"
"197543","ALMAA","Tree"
"197544","ALMAM2","Tree"
"197562","ALMO","Tree"
"197563","ALMOK3","Tree"
"197776","ALCO13","Tree"
"197777","ALFA4","Tree"
"197778","ALGL2","Tree"
"197779","ALIN2","Tree"
"197780","ALINR","Tree"
"197781","ALINT","Tree"
"197782","ALMA7","Tree"
"197783","ALNE2","Tree"
"197784","ALOB2","Tree"
"197785","ALRH2","Tree"
"197786","ALRU2","Tree"
"197787","ALSE2","Tree"
"197788","ALVI5","Tree"
"197789","ALVIC","Tree"
"197790","ALVIF","Tree"
"197791","ALVIS","Tree"
"197822","ALPO3","Tree"
"197833","ALMA16","Tree"
"197857","ALAM3","Tree"
"197858","ALAMP2","Tree"
"197973","AMAL2","Tree"
"197974","AMALA","Tree"
"197975","AMALC","Tree"
"197976","AMALH","Tree"
"197977","AMALS","Tree"
"197978","AMAR3","Tree"
"197979","AMARA3","Tree"
"197980","AMARA4","Tree"
"197981","AMARA5","Tree"
"197982","AMBA","Tree"
"197983","AMCA4","Tree"
"197985","AMIN2","Tree"
"197986","AMIN4","Tree"
"197987","AMLA","Tree"
"197989","AMNE","Tree"
"197991","AMPA2","Tree"
"197993","AMQU","Tree"
"197994","AMSA","Tree"
"197995","AMSAG","Tree"
"197996","AMSAS","Tree"
"197998","AMUT","Tree"
"197999","AMUTC2","Tree"
"198000","AMUTU","Tree"
"198002","AMJA","Tree"
"198080","AMLA4","Tree"
"198126","AMBA2","Tree"
"198127","AMEL","Tree"
"198160","ANIN","Tree"
"198322","ANGL4","Tree"
"198323","ANMO","Tree"
"198324","ANSQ","Tree"
"198428","ANKA","Tree"
"198429","ANPL2","Tree"
"198430","ANPLH2","Tree"
"198431","ANPLP","Tree"
"198432","ANPU2","Tree"
"198699","ARCH12","Tree"
"198700","AREL8","Tree"
"198707","ARSP2","Tree"
"198709","ARHE12","Tree"
"198713","ARAR2","Tree"
"198714","ARME","Tree"
"198715","ARUN4","Tree"
"198716","ARXA80","Tree"
"198745","ARAL","Tree"
"198777","ARCO3","Tree"
"198791","ARGL4","Tree"
"198827","ARNO6","Tree"
"198845","ARPR","Tree"
"198846","ARPRD2","Tree"
"198847","ARPRP","Tree"
"198875","ARVI4","Tree"
"198876","ARVIM","Tree"
"198877","ARVIP2","Tree"
"198878","ARVIV","Tree"
"198886","AREL4","Tree"
"198887","ARES","Tree"
"198889","ARSO","Tree"
"199119","ARCH17","Tree"
"199278","ARTR2","Tree"
"199281","ARTRS2","Tree"
"199282","ARTRT","Tree"
"199283","ARTRV","Tree"
"199284","ARTRW8","Tree"
"199285","ARTRX","Tree"
"199418","ASOB6","Tree"
"199419","ASPA18","Tree"
"199423","ASTR","Tree"
"200361","AVGE","Tree"
"200362","AVMA3","Tree"
"200363","AVMAR","Tree"
"200394","BAHA","Tree"
"200474","BAVU2","Tree"
"200552","BABL","Tree"
"200554","BALU","Tree"
"200555","BAMO2","Tree"
"200556","BAPU","Tree"
"200557","BAVA","Tree"
"200634","BEAL2","Tree"
"200635","BEALA","Tree"
"200636","BEALM","Tree"
"200637","BEBO","Tree"
"200638","BECA4","Tree"
"200639","BECAC","Tree"
"200640","BECAG","Tree"
"200641","BEDU","Tree"
"200642","BEEA","Tree"
"200644","BEHO","Tree"
"200645","BEJA","Tree"
"200646","BELE","Tree"
"200651","BENE4","Tree"
"200652","BENI","Tree"
"200653","BEOC2","Tree"
"200654","BEPA","Tree"
"200655","BEPAC2","Tree"
"200656","BEPAK","Tree"
"200657","BEPAP","Tree"
"200658","BEPE3","Tree"
"200659","BEPL2","Tree"
"200660","BEPLP","Tree"
"200661","BEPO","Tree"
"200662","BEPU5","Tree"
"200663","BEPUP5","Tree"
"200669","BEPU3","Tree"
"200670","BESA","Tree"
"200672","BESZ","Tree"
"200673","BEUB","Tree"
"200674","BEUT","Tree"
"200675","BEWI2","Tree"
"200760","BIJA","Tree"
"200764","BIOR","Tree"
"200819","BOBR3","Tree"
"200820","BOEL3","Tree"
"200821","BOSA2","Tree"
"200822","BOTI","Tree"
"200824","BOFR2","Tree"
"200880","BODA","Tree"
"200957","BOCA4","Tree"
"200958","BORA2","Tree"
"200959","BOSU2","Tree"
"201006","BRPO6","Tree"
"201038","BRBR6","Tree"
"201235","BRAL3","Tree"
"201239","BRAR6","Tree"
"201241","BRPA4","Tree"
"201248","BRCA31","Tree"
"201249","BRSU3","Tree"
"201252","BRGY3","Tree"
"201253","BRPA15","Tree"
"201254","BRSE11","Tree"
"201282","BUBU","Tree"
"201283","BUMO","Tree"
"201287","BUAL","Tree"
"201288","BUAS","Tree"
"201297","BUSA","Tree"
"201331","BUFA","Tree"
"201332","BUFAE","Tree"
"201333","BUMI","Tree"
"201334","BUSI","Tree"
"201336","BUCA15","Tree"
"201342","BUSE2","Tree"
"201344","BYLU","Tree"
"201357","CAGI","Tree"
"201358","CAKA5","Tree"
"201360","CAME","Tree"
"201363","CAPU13","Tree"
"201364","CASP11","Tree"
"201456","CAMA45","Tree"
"201461","CAHA10","Tree"
"201500","CACI15","Tree"
"201519","CAGL23","Tree"
"201521","CANO9","Tree"
"201525","CADE27","Tree"
"201607","CAAN22","Tree"
"201608","CAIN4","Tree"
"201622","CAPR","Tree"
"201683","CAPA8","Tree"
"201684","CAZU","Tree"
"201766","CAJA9","Tree"
"201767","CASA26","Tree"
"201768","CASI16","Tree"
"201938","CAWI","Tree"
"201951","CAHO3","Tree"
"201956","CACY","Tree"
"201957","CAFL2","Tree"
"201969","CAAR18","Tree"
"202716","CAPA23","Tree"
"202718","CAMA37","Tree"
"202736","CARE22","Tree"
"202738","CAGI10","Tree"
"202752","CABE8","Tree"
"202753","CACA18","Tree"
"202754","CACAC2","Tree"
"202755","CACAV","Tree"
"202756","CACO60","Tree"
"202770","CAAQ2","Tree"
"202771","CABR16","Tree"
"202772","CACA38","Tree"
"202773","CACO24","Tree"
"202774","CACO15","Tree"
"202775","CADE10","Tree"
"202776","CADU3","Tree"
"202777","CAFL6","Tree"
"202778","CAGL8","Tree"
"202779","CAIL2","Tree"
"202780","CALA21","Tree"
"202781","CALA34","Tree"
"202782","CALE13","Tree"
"202783","CALU8","Tree"
"202784","CAMY","Tree"
"202785","CANU8","Tree"
"202786","CAOV3","Tree"
"202787","CAOV2","Tree"
"202788","CAPA24","Tree"
