"plant_id","type"
"10786","DUCY","Forb/herb"
"10787","DUCYA","Forb/herb"
"10788","DUCYC","Forb/herb"
"10789","DUCYC2","Forb/herb"
"10790","DUCYC3","Forb/herb"
"10791","DUCYM","Forb/herb"
"10792","DUCYO","Forb/herb"
"10793","DUCYP","Forb/herb"
"10794","DUCYP2","Forb/herb"
"10795","DUDE2","Forb/herb"
"10796","DUED","Forb/herb"
"10797","DUFA","Forb/herb"
"10798","DUGN","Forb/herb"
"10799","DUGR","Forb/herb"
"10800","DULA","Forb/herb"
"10801","DUMU","Forb/herb"
"10802","DUNE","Forb/herb"
"10803","DUPA2","Forb/herb"
"10804","DUPU","Forb/herb"
"10805","DUPUA2","Forb/herb"
"10806","DUPUP","Forb/herb"
"10807","DUSA","Forb/herb"
"10808","DUSAA","Forb/herb"
"10809","DUSAS","Forb/herb"
"10810","DUSE","Forb/herb"
"10811","DUST","Forb/herb"
"10812","DUTR","Forb/herb"
"10813","DUVA","Forb/herb"
"10814","DUVE","Forb/herb"
"10815","DUVI","Forb/herb"
"10816","DUVIH","Forb/herb"
"10817","DUVII","Forb/herb"
"10818","DUVIV","Forb/herb"
"10819","DUVI2","Forb/herb"
"10830","DYBR","Forb/herb"
"10834","DYAN","Forb/herb"
"10835","DYCR","Forb/herb"
"10836","DYHU","Forb/herb"
"10837","DYLI","Forb/herb"
"10838","DYLIL","Forb/herb"
"10839","DYLIS","Forb/herb"
"10840","DYOB","Forb/herb"
"10841","DYSC","Forb/herb"
"10842","DYSCC","Forb/herb"
"10843","DYSCD","Forb/herb"
"10845","DYTA2","Forb/herb"
"10847","DYAM","Forb/herb"
"10848","DYAN2","Forb/herb"
"10849","DYAR","Forb/herb"
"10850","DYBO","Forb/herb"
"10851","DYCA","Forb/herb"
"10852","DYCH","Forb/herb"
"10853","DYCR2","Forb/herb"
"10854","DYGR","Forb/herb"
"10855","DYMU","Forb/herb"
"10856","DYPL","Forb/herb"
"10857","DYPU","Forb/herb"
"10859","DYPA","Forb/herb"
"10863","EANI","Forb/herb"
"10867","ECEL","Forb/herb"
"10869","ECCH3","Forb/herb"
"10870","ECFL","Forb/herb"
"10871","ECTE4","Forb/herb"
"10873","ECST","Forb/herb"
"10875","ECAN2","Forb/herb"
"10876","ECANA","Forb/herb"
"10877","ECANS","Forb/herb"
"10878","ECAT","Forb/herb"
"10879","ECLA","Forb/herb"
"10880","ECPA","Forb/herb"
"10881","ECPA2","Forb/herb"
"10882","ECPAN","Forb/herb"
"10883","ECPAP","Forb/herb"
"10884","ECPU","Forb/herb"
"10885","ECSA","Forb/herb"
"10886","ECSI","Forb/herb"
"10887","ECTE3","Forb/herb"
"10979","ECLO","Forb/herb"
"10981","ECBE2","Forb/herb"
"10982","ECCO3","Forb/herb"
"10983","ECFL4","Forb/herb"
"10984","ECTE2","Forb/herb"
"10995","ECCO6","Forb/herb"
"10996","ECWR","Forb/herb"
"11000","ECEX","Forb/herb"
"11001","ECRI","Forb/herb"
"11002","ECRIR","Forb/herb"
"11003","ECSP","Forb/herb"
"11008","ECCR3","Forb/herb"
"11009","ECIT","Forb/herb"
"11010","ECLU","Forb/herb"
"11011","ECPL","Forb/herb"
"11012","ECPU2","Forb/herb"
"11013","ECVU","Forb/herb"
"11015","ECPR","Forb/herb"
"11019","EGDE","Forb/herb"
"11021","EGVI","Forb/herb"
"11023","EHCH","Forb/herb"
"11024","EHOC","Forb/herb"
"11032","EIAZ2","Forb/herb"
"11033","EICR","Forb/herb"
"11034","EIPA","Forb/herb"
"11047","ELAE","Forb/herb"
"11048","ELAL2","Forb/herb"
"11049","ELALA","Forb/herb"
"11050","ELALC","Forb/herb"
"11051","ELALF","Forb/herb"
"11052","ELALP","Forb/herb"
"11053","ELCR2","Forb/herb"
"11054","ELHI3","Forb/herb"
"11055","ELHIM","Forb/herb"
"11056","ELPE","Forb/herb"
"11057","ELWA","Forb/herb"
"11059","ELAM","Forb/herb"
"11060","ELAM3","Forb/herb"
"11061","ELBR5","Forb/herb"
"11062","ELCA","Forb/herb"
"11063","ELCH","Forb/herb"
"11064","ELHE2","Forb/herb"
"11065","ELMI","Forb/herb"
"11066","ELRU","Forb/herb"
"11067","ELTR","Forb/herb"
"11153","ELCA3","Forb/herb"
"11154","ELEL3","Forb/herb"
"11155","ELMO5","Forb/herb"
"11156","ELNU","Forb/herb"
"11157","ELTO2","Forb/herb"
"11172","ELNY","Forb/herb"
"11174","ELRA3","Forb/herb"
"11175","ELRAP","Forb/herb"
"11176","ELRAR","Forb/herb"
"11178","ELBI2","Forb/herb"
"11179","ELCA24","Forb/herb"
"11180","ELCA7","Forb/herb"
"11181","ELNU2","Forb/herb"
"11182","ELSC","Forb/herb"
"11184","ELCI","Forb/herb"
"11186","ELCA18","Forb/herb"
"11271","ELBR2","Forb/herb"
"11272","ELCA6","Forb/herb"
"11273","ELCAA2","Forb/herb"
"11274","ELCAC","Forb/herb"
"11275","ELIM","Forb/herb"
"11279","EMAU","Forb/herb"
"11280","EMSP","Forb/herb"
"11282","EMCO","Forb/herb"
"11283","EMFO","Forb/herb"
"11284","EMSO","Forb/herb"
"11285","EMSOJ","Forb/herb"
"11286","EMSOS","Forb/herb"
"11288","EMPE","Forb/herb"
"11289","EMPEP","Forb/herb"
"11290","EMPER","Forb/herb"
"11306","ENNU4","Forb/herb"
"11310","ENSC","Forb/herb"
"11313","ENAR","Forb/herb"
"11314","ENCO","Forb/herb"
"11315","ENNU","Forb/herb"
"11316","ENNUC","Forb/herb"
"11317","ENNUN","Forb/herb"
"11321","ENRU","Forb/herb"
"11322","ENTA","Forb/herb"
"11324","ENCO5","Forb/herb"
"11325","ENDI","Forb/herb"
"11327","ENBI","Forb/herb"
"11328","ENHA","Forb/herb"
"11329","ENOC","Forb/herb"
"11330","ENST","Forb/herb"
"11332","ENPE4","Forb/herb"
"11351","ENFL","Forb/herb"
"11374","EPAC","Forb/herb"
"11375","EPAM3","Forb/herb"
"11376","EPBO4","Forb/herb"
"11377","EPFL","Forb/herb"
"11378","EPMA3","Forb/herb"
"11379","EPMAM","Forb/herb"
"11380","EPNO","Forb/herb"
"11381","EPOB2","Forb/herb"
"11382","EPRA2","Forb/herb"
"11383","EPRI2","Forb/herb"
"11384","EPST2","Forb/herb"
"11386","EPVI2","Forb/herb"
"11390","EPAN4","Forb/herb"
"11391","EPAR2","Forb/herb"
"11392","EPBI2","Forb/herb"
"11393","EPBIC","Forb/herb"
"11394","EPBR3","Forb/herb"
"11395","EPCA3","Forb/herb"
"11396","EPCAA","Forb/herb"
"11397","EPCAC2","Forb/herb"
"11398","EPCAG","Forb/herb"
"11399","EPCAL","Forb/herb"
"11400","EPCI","Forb/herb"
"11401","EPCIC","Forb/herb"
"11402","EPCIG","Forb/herb"
"11403","EPCIW","Forb/herb"
"11404","EPCL","Forb/herb"
"11405","EPCL3","Forb/herb"
"11406","EPCO","Forb/herb"
"11407","EPDA","Forb/herb"
"11408","EPDE4","Forb/herb"
"11409","EPFO","Forb/herb"
"11410","EPGL","Forb/herb"
"11411","EPGLF","Forb/herb"
"11412","EPGLG","Forb/herb"
"11413","EPHA","Forb/herb"
"11414","EPHI","Forb/herb"
"11415","EPHO","Forb/herb"
"11416","EPHOB","Forb/herb"
"11417","EPHOH","Forb/herb"
"11418","EPHO3","Forb/herb"
"11419","EPLA3","Forb/herb"
"11420","EPLE","Forb/herb"
"11421","EPLE2","Forb/herb"
"11422","EPLU","Forb/herb"
"11423","EPMI","Forb/herb"
"11424","EPMI3","Forb/herb"
"11425","EPNE2","Forb/herb"
"11427","EPOB","Forb/herb"
"11428","EPOB3","Forb/herb"
"11429","EPOR","Forb/herb"
"11430","EPOR2","Forb/herb"
"11431","EPPA7","Forb/herb"
"11432","EPPA","Forb/herb"
"11433","EPPA5","Forb/herb"
"11434","EPPU2","Forb/herb"
"11435","EPPY4","Forb/herb"
"11436","EPRI","Forb/herb"
"11437","EPSA","Forb/herb"
"11438","EPSE3","Forb/herb"
"11439","EPSI2","Forb/herb"
"11440","EPST","Forb/herb"
"11441","EPSU","Forb/herb"
"11442","EPTO4","Forb/herb"
"11443","EPTR3","Forb/herb"
"11444","EPWI","Forb/herb"
"11446","EPYO","Forb/herb"
"11448","EPAT","Forb/herb"
"11449","EPGI","Forb/herb"
"11450","EPHE","Forb/herb"
"11454","EPPI","Forb/herb"
"11459","EPWI2","Forb/herb"
"11461","EQAR","Forb/herb"
"11462","EQFE","Forb/herb"
"11463","EQFL","Forb/herb"
"11464","EQHY","Forb/herb"
"11465","EQHYA","Forb/herb"
"11466","EQLA","Forb/herb"
"11467","EQLI","Forb/herb"
"11468","EQMA","Forb/herb"
"11469","EQNE","Forb/herb"
"11470","EQPA","Forb/herb"
"11471","EQPR","Forb/herb"
"11472","EQRA","Forb/herb"
"11473","EQSC","Forb/herb"
"11474","EQSY","Forb/herb"
"11475","EQTE","Forb/herb"
"11476","EQTEB","Forb/herb"
"11477","EQVA","Forb/herb"
"11478","EQVAA","Forb/herb"
"11479","EQVAV","Forb/herb"
"11549","ERHY4","Forb/herb"
"11551","ERGL11","Forb/herb"
"11552","ERHI12","Forb/herb"
"11553","ERHIH2","Forb/herb"
"11554","ERHIM2","Forb/herb"
"11555","ERMI8","Forb/herb"
"11556","ERVA10","Forb/herb"
"11558","EREX3","Forb/herb"
"11559","ERPA14","Forb/herb"
"11560","ERPAK","Forb/herb"
"11561","ERPAP9","Forb/herb"
"11562","ERRO8","Forb/herb"
"11567","ERAL","Forb/herb"
"11569","ERCL5","Forb/herb"
"11575","ERAB","Forb/herb"
"11576","ERBR3","Forb/herb"
"11577","ERDE2","Forb/herb"
"11578","ERDED6","Forb/herb"
"11579","ERDES","Forb/herb"
"11580","ERDI2","Forb/herb"
"11581","ERER2","Forb/herb"
"11582","ERERE","Forb/herb"
"11583","ERERY","Forb/herb"
"11584","ERER3","Forb/herb"
"11585","ERFI","Forb/herb"
"11586","ERHA5","Forb/herb"
"11587","ERHO2","Forb/herb"
"11588","ERLU3","Forb/herb"
"11589","ERPL2","Forb/herb"
"11590","ERPLP","Forb/herb"
"11591","ERPLS","Forb/herb"
"11592","ERRO14","Forb/herb"
"11593","ERSA","Forb/herb"
"11594","ERSAD","Forb/herb"
"11595","ERSAS","Forb/herb"
"11596","ERSI2","Forb/herb"
"11597","ERSP3","Forb/herb"
"11598","ERSPS2","Forb/herb"
"11599","ERVI2","Forb/herb"
"11600","ERWI","Forb/herb"
"11684","ERBU","Forb/herb"
"11686","ERAB3","Forb/herb"
"11687","ERAC7","Forb/herb"
"11688","ERAC2","Forb/herb"
"11689","ERACD2","Forb/herb"
"11690","ERACK3","Forb/herb"
"11691","ERACP2","Forb/herb"
"11692","ERAE","Forb/herb"
"11693","ERAL18","Forb/herb"
"11694","ERAL3","Forb/herb"
"11695","ERAL13","Forb/herb"
"11696","ERAN17","Forb/herb"
"11697","ERAN19","Forb/herb"
"11698","ERAN","Forb/herb"
"11699","ERAP","Forb/herb"
"11700","ERAPA2","Forb/herb"
"11701","ERAPC","Forb/herb"
"11702","ERAR20","Forb/herb"
"11703","ERAR3","Forb/herb"
"11704","ERAR22","Forb/herb"
"11705","ERAR4","Forb/herb"
"11706","ERAS3","Forb/herb"
"11707","ERAS","Forb/herb"
"11708","ERAU","Forb/herb"
"11709","ERAUA3","Forb/herb"
"11710","ERAU6","Forb/herb"
"11711","ERAW","Forb/herb"
"11712","ERBA3","Forb/herb"
"11713","ERBA4","Forb/herb"
"11714","ERBE2","Forb/herb"
"11715","ERBEA","Forb/herb"
"11716","ERBEB","Forb/herb"
"11717","ERBER","Forb/herb"
"11718","ERBE6","Forb/herb"
"11719","ERBI3","Forb/herb"
"11720","ERBI7","Forb/herb"
"11721","ERBI9","Forb/herb"
"11722","ERBL4","Forb/herb"
"11723","ERBL","Forb/herb"
"11724","ERBLB","Forb/herb"
"11725","ERBLN","Forb/herb"
"11726","ERBLP","Forb/herb"
"11727","ERBR4","Forb/herb"
"11728","ERBRB5","Forb/herb"
"11729","ERBRB","Forb/herb"
"11730","ERBRC3","Forb/herb"
"11731","ERBRJ","Forb/herb"
"11732","ERBRK","Forb/herb"
"11733","ERBRP","Forb/herb"
"11734","ERCA2","Forb/herb"
"11735","ERCA3","Forb/herb"
"11736","ERCA4","Forb/herb"
"11737","ERCA5","Forb/herb"
"11738","ERCE","Forb/herb"
"11739","ERCH4","Forb/herb"
"11740","ERCL","Forb/herb"
"11741","ERCLP","Forb/herb"
"11742","ERCO28","Forb/herb"
"11743","ERCO3","Forb/herb"
"11744","ERCO4","Forb/herb"
"11745","ERCO27","Forb/herb"
"11746","ERCOC3","Forb/herb"
"11747","ERCOC4","Forb/herb"
"11748","ERCOS","Forb/herb"
"11749","ERCO15","Forb/herb"
"11750","ERCO5","Forb/herb"
"11751","ERCO6","Forb/herb"
"11752","ERCR","Forb/herb"
"11753","ERDE3","Forb/herb"
"11754","ERDED","Forb/herb"
"11755","ERDER2","Forb/herb"
"11756","ERDI3","Forb/herb"
"11757","ERDI4","Forb/herb"
"11758","EREA","Forb/herb"
"11759","EREAE","Forb/herb"
"11760","EREAL","Forb/herb"
"11761","EREAN","Forb/herb"
"11762","EREAP2","Forb/herb"
"11763","EREAS","Forb/herb"
"11764","EREAV2","Forb/herb"
"11765","EREL9","Forb/herb"
"11766","EREL10","Forb/herb"
"11767","EREL4","Forb/herb"
"11768","EREL15","Forb/herb"
"11769","EREN","Forb/herb"
"11770","EREND","Forb/herb"
"11771","ERENE","Forb/herb"
"11772","EREV","Forb/herb"
"11773","EREX4","Forb/herb"
"11774","ERFI2","Forb/herb"
"11775","ERFIF","Forb/herb"
"11776","ERFIR","Forb/herb"
"11777","ERFL8","Forb/herb"
"11778","ERFL","Forb/herb"
"11779","ERFL2","Forb/herb"
"11780","ERFO2","Forb/herb"
"11781","ERFOC","Forb/herb"
"11782","ERFOF","Forb/herb"
"11783","ERFOF3","Forb/herb"
"11784","ERFOH","Forb/herb"
"11785","ERFOM","Forb/herb"
"11786","ERFO3","Forb/herb"
"11787","ERGA3","Forb/herb"
"11788","ERGE","Forb/herb"
"11789","ERGL2","Forb/herb"
"11790","ERGLG","Forb/herb"
"11791","ERGLP","Forb/herb"
"11792","ERGL3","Forb/herb"
"11793","ERGO3","Forb/herb"
"11794","ERGR2","Forb/herb"
"11795","ERGR3","Forb/herb"
"11796","ERGRA","Forb/herb"
"11797","ERGRG","Forb/herb"
"11798","ERHE5","Forb/herb"
"11799","ERHE9","Forb/herb"
"11800","ERHO3","Forb/herb"
"11801","ERHU6","Forb/herb"
"11802","ERHU3","Forb/herb"
"11803","ERHU","Forb/herb"
"11804","ERHY2","Forb/herb"
"11805","ERHY5","Forb/herb"
"11806","ERHYH2","Forb/herb"
"11807","ERIN2","Forb/herb"
"11808","ERINC3","Forb/herb"
"11809","ERINI","Forb/herb"
"11810","ERINK","Forb/herb"
"11811","ERJO2","Forb/herb"
"11812","ERKA","Forb/herb"
"11813","ERKA2","Forb/herb"
"11814","ERKU","Forb/herb"
"11815","ERLA17","Forb/herb"
"11816","ERLA","Forb/herb"
"11817","ERLA2","Forb/herb"
"11818","ERLAD","Forb/herb"
"11819","ERLAL4","Forb/herb"
"11820","ERLA14","Forb/herb"
"11821","ERLE5","Forb/herb"
"11822","ERLE6","Forb/herb"
"11823","ERLE14","Forb/herb"
"11824","ERLI","Forb/herb"
"11825","ERLO6","Forb/herb"
"11826","ERLO","Forb/herb"
"11827","ERMA8","Forb/herb"
"11828","ERMA9","Forb/herb"
"11829","ERMA19","Forb/herb"
"11830","ERMA15","Forb/herb"
"11831","ERME2","Forb/herb"
"11832","ERME7","Forb/herb"
"11833","ERMI2","Forb/herb"
"11834","ERMO2","Forb/herb"
"11835","ERMU8","Forb/herb"
"11836","ERMU2","Forb/herb"
"11837","ERNA5","Forb/herb"
"11838","ERNA6","Forb/herb"
"11839","ERNE2","Forb/herb"
"11840","ERNE3","Forb/herb"
"11841","EROC","Forb/herb"
"11842","EROR2","Forb/herb"
"11843","EROR5","Forb/herb"
"11844","EROV2","Forb/herb"
"11845","EROX2","Forb/herb"
"11846","ERPA34","Forb/herb"
"11847","ERPA3","Forb/herb"
"11848","ERPE3","Forb/herb"
"11849","ERPEC","Forb/herb"
"11850","ERPEC2","Forb/herb"
"11851","ERPEH","Forb/herb"
"11852","ERPEP","Forb/herb"
"11853","ERPED2","Forb/herb"
"11854","ERPEP3","Forb/herb"
"11855","ERPET2","Forb/herb"
"11856","ERPE5","Forb/herb"
"11857","ERPEP4","Forb/herb"
"11858","ERPES2","Forb/herb"
"11859","ERPEV","Forb/herb"
"11860","ERPH","Forb/herb"
"11861","ERPHP","Forb/herb"
"11862","ERPHP2","Forb/herb"
"11863","ERPI6","Forb/herb"
"11864","ERPI3","Forb/herb"
"11865","ERPI9","Forb/herb"
"11866","ERPO2","Forb/herb"
"11867","ERPOC","Forb/herb"
"11868","ERPOP","Forb/herb"
"11869","ERPR10","Forb/herb"
"11870","ERPR16","Forb/herb"
"11871","ERPR11","Forb/herb"
"11872","ERPU10","Forb/herb"
"11873","ERPU","Forb/herb"
"11874","ERPUB","Forb/herb"
"11875","ERPUP","Forb/herb"
"11876","ERPUT","Forb/herb"
"11877","ERPU9","Forb/herb"
"11878","ERPU2","Forb/herb"
"11879","ERPUI","Forb/herb"
"11880","ERPUG","Forb/herb"
"11881","ERPUI2","Forb/herb"
"11882","ERPUP3","Forb/herb"
"11883","ERPU3","Forb/herb"
"11884","ERPUP8","Forb/herb"
"11885","ERPY","Forb/herb"
"11886","ERQU","Forb/herb"
"11887","ERRA2","Forb/herb"
"11888","ERRE12","Forb/herb"
"11889","ERREA","Forb/herb"
"11890","ERRER","Forb/herb"
"11891","ERRE7","Forb/herb"
"11892","ERRH2","Forb/herb"
"11893","ERRY2","Forb/herb"
"11894","ERRY","Forb/herb"
"11895","ERSA17","Forb/herb"
"11896","ERSA19","Forb/herb"
"11897","ERSA2","Forb/herb"
"11898","ERSA18","Forb/herb"
"11899","ERSC11","Forb/herb"
"11900","ERSC7","Forb/herb"
"11901","ERSE8","Forb/herb"
"11902","ERSI3","Forb/herb"
"11903","ERSI6","Forb/herb"
"11904","ERSI9","Forb/herb"
"11905","ERSP4","Forb/herb"
"11906","ERSPM","Forb/herb"
"11907","ERSPS","Forb/herb"
"11908","ERST","Forb/herb"
"11909","ERST3","Forb/herb"
"11910","ERSTB","Forb/herb"
"11911","ERSTC2","Forb/herb"
"11912","ERSTD3","Forb/herb"
"11913","ERSTS","Forb/herb"
"11914","ERSTS2","Forb/herb"
"11915","ERSU9","Forb/herb"
"11916","ERSU2","Forb/herb"
"11917","ERSUC","Forb/herb"
"11918","ERSUS","Forb/herb"
"11919","ERSU4","Forb/herb"
"11920","ERTE5","Forb/herb"
"11921","ERTE6","Forb/herb"
"11922","ERTE7","Forb/herb"
"11923","ERTW","Forb/herb"
"11924","ERUI","Forb/herb"
"11925","ERUN2","Forb/herb"
"11926","ERUNC","Forb/herb"
"11927","ERUNU","Forb/herb"
"11928","ERUN4","Forb/herb"
"11929","ERUNE","Forb/herb"
"11930","ERUN5","Forb/herb"
"11931","ERUR2","Forb/herb"
"11932","ERUT","Forb/herb"
"11933","ERUTS","Forb/herb"
"11934","ERUTU","Forb/herb"
"11935","ERVA3","Forb/herb"
"11936","ERVE11","Forb/herb"
"11937","ERVE","Forb/herb"
"11938","ERVE13","Forb/herb"
"11939","ERVE2","Forb/herb"
"11940","ERVI","Forb/herb"
"11941","ERVR","Forb/herb"
"11942","ERWA5","Forb/herb"
"11943","ERWI2","Forb/herb"
"11944","ERYU2","Forb/herb"
"11945","ERZO","Forb/herb"
"11949","ERAQ2","Forb/herb"
"11950","ERBE11","Forb/herb"
"11951","ERCI4","Forb/herb"
"11952","ERCO7","Forb/herb"
"11953","ERDE5","Forb/herb"
"11954","ERDED2","Forb/herb"
"11955","ERDEL","Forb/herb"
"11956","ERKO","Forb/herb"
"11957","ERLI3","Forb/herb"
"11958","ERMI7","Forb/herb"
"11959","ERNI7","Forb/herb"
"11960","ERPA4","Forb/herb"
"11961","ERRA7","Forb/herb"
"11962","ERSC13","Forb/herb"
"11963","ERTE8","Forb/herb"
"11988","ERPA7","Forb/herb"
"11995","ERAB2","Forb/herb"
"11996","ERAC3","Forb/herb"
"11997","ERAL4","Forb/herb"
"11998","ERALA2","Forb/herb"
"11999","ERALG","Forb/herb"
"12000","ERALM2","Forb/herb"
"12001","ERAL11","Forb/herb"
"12002","ERAL5","Forb/herb"
"12003","ERAL6","Forb/herb"
"12004","ERAM6","Forb/herb"
"12005","ERAM2","Forb/herb"
"12006","ERAN5","Forb/herb"
"12007","ERAN8","Forb/herb"
"12008","ERAN3","Forb/herb"
"12009","ERAN4","Forb/herb"
"12010","ERAP2","Forb/herb"
"12011","ERAP4","Forb/herb"
"12012","ERAPA","Forb/herb"
"12013","ERAPP","Forb/herb"
"12015","ERAR8","Forb/herb"
"12016","ERAR9","Forb/herb"
"12017","ERAR18","Forb/herb"
"12018","ERAR19","Forb/herb"
"12019","ERAT2","Forb/herb"
"12020","ERBA7","Forb/herb"
"12021","ERBAB","Forb/herb"
"12022","ERBAP","Forb/herb"
"12023","ERBA5","Forb/herb"
"12024","ERBI","Forb/herb"
"12025","ERBI2","Forb/herb"
"12027","ERBR7","Forb/herb"
"12028","ERBR8","Forb/herb"
"12029","ERBR9","Forb/herb"
"12030","ERBR10","Forb/herb"
"12031","ERBRB3","Forb/herb"
"12032","ERBRS","Forb/herb"
"12033","ERBR5","Forb/herb"
"12034","ERBRB4","Forb/herb"
"12035","ERBRC","Forb/herb"
"12036","ERBRL","Forb/herb"
"12037","ERBRM","Forb/herb"
"12038","ERBU2","Forb/herb"
"12039","ERCA8","Forb/herb"
"12040","ERCA11","Forb/herb"
"12041","ERCA17","Forb/herb"
"12042","ERCAC3","Forb/herb"
"12043","ERCAM2","Forb/herb"
"12044","ERCAW2","Forb/herb"
"12045","ERCE2","Forb/herb"
"12046","ERCEC","Forb/herb"
"12047","ERCEV","Forb/herb"
"12048","ERCH6","Forb/herb"
"12050","ERCI8","Forb/herb"
"12051","ERCIA","Forb/herb"
"12052","ERCIC3","Forb/herb"
"12053","ERCL2","Forb/herb"
"12054","ERCO43","Forb/herb"
"12055","ERCO10","Forb/herb"
"12056","ERCO11","Forb/herb"
"12057","ERCO12","Forb/herb"
"12058","ERCOC8","Forb/herb"
"12059","ERCOL","Forb/herb"
"12060","ERCOL2","Forb/herb"
"12061","ERCO18","Forb/herb"
"12063","ERCO20","Forb/herb"
"12064","ERCO13","Forb/herb"
"12065","ERCO21","Forb/herb"
"12073","ERCO17","Forb/herb"
"12075","ERCR5","Forb/herb"
"12076","ERCR10","Forb/herb"
"12077","ERCU3","Forb/herb"
"12078","ERDA","Forb/herb"
"12079","ERDA2","Forb/herb"
"12080","ERDA4","Forb/herb"
"12081","ERDE6","Forb/herb"
"12082","ERDEB","Forb/herb"
"12083","ERDED4","Forb/herb"
"12084","ERDEN","Forb/herb"
"12085","ERDER3","Forb/herb"
"12087","ERDE11","Forb/herb"
"12088","ERDI18","Forb/herb"
"12089","ERDI10","Forb/herb"
"12090","ERDI5","Forb/herb"
"12091","ERDO","Forb/herb"
"12092","ERDOD","Forb/herb"
"12093","ERDOS","Forb/herb"
"12095","EREA2","Forb/herb"
"12098","EREL5","Forb/herb"
"12099","ERELE","Forb/herb"
"12100","ERELV","Forb/herb"
"12101","EREL8","Forb/herb"
"12102","EREL6","Forb/herb"
"12103","EREP","Forb/herb"
"12104","ERER4","Forb/herb"
"12105","ERER5","Forb/herb"
"12106","ERER6","Forb/herb"
"12107","ERERE2","Forb/herb"
"12108","ERES","Forb/herb"
"12109","ERESE","Forb/herb"
"12110","EREST","Forb/herb"
"12111","EREX2","Forb/herb"
"12117","ERFL4","Forb/herb"
"12118","ERFLA","Forb/herb"
"12119","ERFLF","Forb/herb"
"12120","ERFLP","Forb/herb"
"12121","ERFLP2","Forb/herb"
"12122","ERFO4","Forb/herb"
"12123","ERFU3","Forb/herb"
"12128","ERGI3","Forb/herb"
"12129","ERGL4","Forb/herb"
"12130","ERGO","Forb/herb"
"12131","ERGO2","Forb/herb"
"12132","ERGR5","Forb/herb"
"12133","ERGRG4","Forb/herb"
"12134","ERGRI","Forb/herb"
"12135","ERGR11","Forb/herb"
"12136","ERGR6","Forb/herb"
"12141","ERGR7","Forb/herb"
"12142","ERGY","Forb/herb"
"12143","ERHA","Forb/herb"
"12156","ERHE8","Forb/herb"
"12157","ERHE2","Forb/herb"
"12158","ERHEA2","Forb/herb"
"12159","ERHEH3","Forb/herb"
"12160","ERHEL","Forb/herb"
"12161","ERHI3","Forb/herb"
"12162","ERHI7","Forb/herb"
"12163","ERHI4","Forb/herb"
"12164","ERHO4","Forb/herb"
"12165","ERHOH","Forb/herb"
"12166","ERHOR","Forb/herb"
"12167","ERHO5","Forb/herb"
"12168","ERHO6","Forb/herb"
"12169","ERHO12","Forb/herb"
"12170","ERHY3","Forb/herb"
"12171","ERIN9","Forb/herb"
"12172","ERIN3","Forb/herb"
"12173","ERINH","Forb/herb"
"12174","ERINI3","Forb/herb"
"12175","ERIN4","Forb/herb"
"12176","ERIND","Forb/herb"
"12177","ERINI4","Forb/herb"
"12178","ERIN10","Forb/herb"
"12179","ERIN5","Forb/herb"
"12180","ERJA","Forb/herb"
"12181","ERJAF","Forb/herb"
"12182","ERJAJ","Forb/herb"
"12183","ERJAR","Forb/herb"
"12184","ERJAS","Forb/herb"
"12185","ERJAU","Forb/herb"
"12186","ERJAW","Forb/herb"
"12187","ERJAX","Forb/herb"
"12189","ERKE","Forb/herb"
"12190","ERKE2","Forb/herb"
"12191","ERKEA","Forb/herb"
"12192","ERKEA2","Forb/herb"
"12193","ERKEK","Forb/herb"
"12194","ERKEP","Forb/herb"
"12195","ERKI","Forb/herb"
"12196","ERLA3","Forb/herb"
"12197","ERLAC3","Forb/herb"
"12198","ERLAL5","Forb/herb"
"12199","ERLAS4","Forb/herb"
"12200","ERLA9","Forb/herb"
"12201","ERLA10","Forb/herb"
"12202","ERLA4","Forb/herb"
"12204","ERLE8","Forb/herb"
"12210","ERLE13","Forb/herb"
"12211","ERLI4","Forb/herb"
"12212","ERLO2","Forb/herb"
"12213","ERLO3","Forb/herb"
"12214","ERLO4","Forb/herb"
"12215","ERLOF","Forb/herb"
"12216","ERLOI","Forb/herb"
"12217","ERLOL3","Forb/herb"
"12218","ERLON","Forb/herb"
"12219","ERLO5","Forb/herb"
"12220","ERLOG","Forb/herb"
"12221","ERLOH","Forb/herb"
"12222","ERLOL5","Forb/herb"
"12223","ERLOL4","Forb/herb"
"12224","ERLU5","Forb/herb"
"12225","ERLUC","Forb/herb"
"12226","ERLUL","Forb/herb"
"12227","ERLUP","Forb/herb"
"12228","ERLUS","Forb/herb"
"12229","ERMA2","Forb/herb"
"12230","ERMA3","Forb/herb"
"12231","ERMA4","Forb/herb"
"12232","ERME6","Forb/herb"
"12233","ERME10","Forb/herb"
"12244","ERMO3","Forb/herb"
"12245","ERMO4","Forb/herb"
"12247","ERMU4","Forb/herb"
"12248","ERNA4","Forb/herb"
"12249","ERNE5","Forb/herb"
"12250","ERNE6","Forb/herb"
"12251","ERNE8","Forb/herb"
"12252","ERNI4","Forb/herb"
"12253","ERNI2","Forb/herb"
"12254","ERNO2","Forb/herb"
"12255","ERNO3","Forb/herb"
"12256","ERNU3","Forb/herb"
"12257","ERNUA","Forb/herb"
"12258","ERNUD","Forb/herb"
"12259","ERNUD2","Forb/herb"
"12260","ERNUI","Forb/herb"
"12261","ERNUM","Forb/herb"
"12262","ERNUN","Forb/herb"
"12263","ERNUO","Forb/herb"
