"plant_id","type","type","present"
"15999","IPCA","Vine, Forb/herb","Forb/herb",1
"16000","IPCA2","Forb/herb","Forb/herb",1
"16001","IPCA3","Vine, Subshrub, Forb/herb","Forb/herb",1
"16004","IPCO3","Vine, Forb/herb","Forb/herb",1
"16005","IPCO8","Vine, Forb/herb","Forb/herb",1
"16006","IPCOC2","Vine, Forb/herb","Forb/herb",1
"16007","IPCOT","Vine, Forb/herb","Forb/herb",1
"16008","IPCO9","Forb/herb","Forb/herb",1
"16009","IPCO2","Vine, Forb/herb","Forb/herb",1
"16010","IPCR","Vine, Forb/herb","Forb/herb",1
"16011","IPDU","Vine, Forb/herb","Forb/herb",1
"16012","IPHE","Vine, Forb/herb","Forb/herb",1
"16013","IPHE2","Vine, Forb/herb","Forb/herb",1
"16014","IPIM","Vine, Forb/herb","Forb/herb",1
"16015","IPIN","Vine, Forb/herb","Forb/herb",1
"16016","IPLA","Vine, Forb/herb","Forb/herb",1
"16017","IPLE","Forb/herb","Forb/herb",1
"16018","IPLE4","Forb/herb","Forb/herb",1
"16019","IPLI","Vine, Forb/herb","Forb/herb",1
"16020","IPLI2","Vine, Forb/herb","Forb/herb",1
"16021","IPLO","Vine, Forb/herb","Forb/herb",1
"16022","IPMA","Vine, Forb/herb","Forb/herb",1
"16023","IPME","Vine, Forb/herb","Forb/herb",1
"16025","IPMU2","Vine, Forb/herb","Forb/herb",1
"16026","IPNI","Vine, Forb/herb","Forb/herb",1
"16027","IPOB","Vine, Forb/herb","Forb/herb",1
"16028","IPOC2","Vine, Forb/herb","Forb/herb",1
"16029","IPPA","Vine, Forb/herb","Forb/herb",1
"16030","IPPE","Vine, Forb/herb","Forb/herb",1
"16031","IPPEB","Vine, Forb/herb","Forb/herb",1
"16032","IPPL","Vine, Forb/herb","Forb/herb",1
"16033","IPPU3","Vine, Forb/herb","Forb/herb",1
"16034","IPPU2","Vine, Forb/herb","Forb/herb",1
"16035","IPQU","Vine, Forb/herb","Forb/herb",1
"16036","IPRU","Vine, Forb/herb","Forb/herb",1
"16037","IPSA","Vine, Forb/herb","Forb/herb",1
"16038","IPSE3","Vine, Forb/herb","Forb/herb",1
"16039","IPSH","Vine, Forb/herb","Forb/herb",1
"16040","IPTE","Vine, Forb/herb","Forb/herb",1
"16041","IPTEL","Vine, Forb/herb","Forb/herb",1
"16042","IPTET","Vine, Forb/herb","Forb/herb",1
"16043","IPTE2","Vine, Forb/herb","Forb/herb",1
"16044","IPTE5","Forb/herb","Forb/herb",1
"16045","IPTEL3","Forb/herb","Forb/herb",1
"16046","IPTH","Vine, Forb/herb","Forb/herb",1
"16047","IPTR3","Vine, Forb/herb","Forb/herb",1
"16048","IPTR2","Vine, Forb/herb","Forb/herb",1
"16049","IPTU2","Vine, Forb/herb","Forb/herb",1
"16050","IPTU3","Vine, Forb/herb","Forb/herb",1
"16051","IPVI","Vine, Forb/herb","Forb/herb",1
"16052","IPWR","Vine, Forb/herb","Forb/herb",1
"16054","IPAG","Forb/herb","Forb/herb",1
"16055","IPAGA3","Forb/herb","Forb/herb",1
"16056","IPAGA2","Forb/herb","Forb/herb",1
"16057","IPAGB","Forb/herb","Forb/herb",1
"16058","IPAGC","Forb/herb","Forb/herb",1
"16059","IPAGC2","Forb/herb","Forb/herb",1
"16060","IPAGF","Forb/herb","Forb/herb",1
"16061","IPAGW","Forb/herb","Forb/herb",1
"16062","IPAR2","Forb/herb","Forb/herb",1
"16063","IPCO5","Subshrub, Forb/herb","Forb/herb",1
"16064","IPCOC3","Subshrub, Forb/herb","Forb/herb",1
"16065","IPCOC","Subshrub, Forb/herb","Forb/herb",1
"16066","IPCOF","Subshrub, Forb/herb","Forb/herb",1
"16067","IPCOM","Subshrub, Forb/herb","Forb/herb",1
"16068","IPCON","Subshrub, Forb/herb","Forb/herb",1
"16069","IPCOP","Subshrub, Forb/herb","Forb/herb",1
"16070","IPCOP2","Subshrub, Forb/herb","Forb/herb",1
"16071","IPCOV","Subshrub, Forb/herb","Forb/herb",1
"16072","IPEF","Forb/herb","Forb/herb",1
"16073","IPGL","Forb/herb","Forb/herb",1
"16074","IPGU","Forb/herb","Forb/herb",1
"16075","IPHA","Subshrub, Forb/herb","Forb/herb",1
"16076","IPLA2","Forb/herb","Forb/herb",1
"16077","IPLO2","Forb/herb","Forb/herb",1
"16078","IPLOA","Forb/herb","Forb/herb",1
"16079","IPLOL","Forb/herb","Forb/herb",1
"16080","IPLON","Forb/herb","Forb/herb",1
"16081","IPMA2","Forb/herb","Forb/herb",1
"16082","IPMA4","Forb/herb, Subshrub","Forb/herb",1
"16083","IPMI2","Forb/herb","Forb/herb",1
"16084","IPMU3","Subshrub, Forb/herb","Forb/herb",1
"16085","IPPI","Forb/herb","Forb/herb",1
"16086","IPPO","Forb/herb","Forb/herb",1
"16087","IPPO2","Forb/herb","Forb/herb",1
"16088","IPPU4","Forb/herb","Forb/herb",1
"16089","IPRA","Forb/herb","Forb/herb",1
"16090","IPRO","Subshrub, Forb/herb","Forb/herb",1
"16091","IPRU2","Forb/herb","Forb/herb",1
"16092","IPSA2","Forb/herb","Forb/herb",1
"16093","IPSP","Forb/herb","Forb/herb",1
"16094","IPSPC","Forb/herb","Forb/herb",1
"16095","IPSPO2","Forb/herb","Forb/herb",1
"16096","IPSPC2","Forb/herb","Forb/herb",1
"16097","IPSPO3","Forb/herb","Forb/herb",1
"16098","IPSPR3","Forb/herb","Forb/herb",1
"16099","IPSPS","Forb/herb","Forb/herb",1
"16100","IPSPT","Forb/herb","Forb/herb",1
"16101","IPTE3","Subshrub, Forb/herb","Forb/herb",1
"16102","IPTE4","Subshrub, Forb/herb","Forb/herb",1
"16103","IPTEL2","Subshrub, Forb/herb","Forb/herb",1
"16104","IPTET2","Subshrub, Forb/herb","Forb/herb",1
"16105","IPTH2","Forb/herb","Forb/herb",1
"16108","IRDI","Subshrub, Forb/herb","Forb/herb",1
"16109","IRHE3","Forb/herb","Forb/herb",1
"16110","IRHE","Forb/herb","Forb/herb",1
"16113","IRRH","Forb/herb","Forb/herb",1
"16115","IRAP","Forb/herb","Forb/herb",1
"16116","IRBR","Forb/herb","Forb/herb",1
"16117","IRBR2","Forb/herb","Forb/herb",1
"16118","IRCH","Forb/herb","Forb/herb",1
"16119","IRCR","Forb/herb","Forb/herb",1
"16120","IRDO","Forb/herb","Forb/herb",1
"16121","IREN","Forb/herb","Forb/herb",1
"16122","IRFE","Forb/herb","Forb/herb",1
"16123","IRFL2","Forb/herb","Forb/herb",1
"16124","IRFO","Forb/herb","Forb/herb",1
"16125","IRFU","Forb/herb","Forb/herb",1
"16126","IRFU2","Forb/herb","Forb/herb",1
"16127","IRGE","Forb/herb","Forb/herb",1
"16128","IRGI","Forb/herb","Forb/herb",1
"16129","IRHA","Forb/herb","Forb/herb",1
"16130","IRHAA","Forb/herb","Forb/herb",1
"16131","IRHAC","Forb/herb","Forb/herb",1
"16132","IRHAH","Forb/herb","Forb/herb",1
"16133","IRHAP","Forb/herb","Forb/herb",1
"16134","IRHE2","Forb/herb","Forb/herb",1
"16135","IRHEF","Forb/herb","Forb/herb",1
"16136","IRHEH","Forb/herb","Forb/herb",1
"16137","IRHES","Forb/herb","Forb/herb",1
"16138","IRIN","Forb/herb","Forb/herb",1
"16139","IRLA","Forb/herb","Forb/herb",1
"16140","IRLA4","Forb/herb","Forb/herb",1
"16141","IRMA","Forb/herb","Forb/herb",1
"16142","IRMI","Forb/herb","Forb/herb",1
"16143","IRMU","Forb/herb","Forb/herb",1
"16144","IRNE","Forb/herb","Forb/herb",1
"16145","IROR","Forb/herb","Forb/herb",1
"16146","IRPA2","Forb/herb","Forb/herb",1
"16147","IRPR","Forb/herb","Forb/herb",1
"16148","IRPS","Forb/herb","Forb/herb",1
"16149","IRPU2","Forb/herb","Forb/herb",1
"16150","IRPU","Forb/herb","Forb/herb",1
"16151","IRRO","Forb/herb","Forb/herb",1
"16152","IRSA2","Forb/herb","Forb/herb",1
"16153","IRSE","Forb/herb","Forb/herb",1
"16154","IRSEC","Forb/herb","Forb/herb",1
"16155","IRSEI2","Forb/herb","Forb/herb",1
"16156","IRSES","Forb/herb","Forb/herb",1
"16157","IRSI","Forb/herb","Forb/herb",1
"16158","IRSP80","Forb/herb","Forb/herb",1
"16159","IRSPO","Forb/herb","Forb/herb",1
"16160","IRTE4","Forb/herb","Forb/herb",1
"16161","IRTE","Forb/herb","Forb/herb",1
"16162","IRTEK2","Forb/herb","Forb/herb",1
"16163","IRTET","Forb/herb","Forb/herb",1
"16164","IRTE2","Forb/herb","Forb/herb",1
"16165","IRTE3","Forb/herb","Forb/herb",1
"16166","IRTEP","Forb/herb","Forb/herb",1
"16167","IRTET2","Forb/herb","Forb/herb",1
"16168","IRTH","Forb/herb","Forb/herb",1
"16169","IRTR","Forb/herb","Forb/herb",1
"16170","IRVA","Forb/herb","Forb/herb",1
"16171","IRVE","Forb/herb","Forb/herb",1
"16172","IRVES","Forb/herb","Forb/herb",1
"16173","IRVEV","Forb/herb","Forb/herb",1
"16174","IRVE2","Forb/herb","Forb/herb",1
"16175","IRVI","Forb/herb","Forb/herb",1
"16176","IRVIS","Forb/herb","Forb/herb",1
"16177","IRVIV","Forb/herb","Forb/herb",1
"16178","IRXI","Forb/herb","Forb/herb",1
"16183","ISTI","Forb/herb","Forb/herb",1
"16190","ISOP","Forb/herb","Forb/herb",1
"16207","ISPL","Subshrub, Forb/herb","Forb/herb",1
"16209","ISTE2","Subshrub, Forb/herb","Forb/herb",1
"16238","ISHE2","Forb/herb","Forb/herb",1
"16267","ISTE6","Forb/herb","Forb/herb",1
"16281","ISME2","Forb/herb","Forb/herb",1
"16282","ISVE","Forb/herb","Forb/herb",1
"16286","IVAN","Forb/herb","Forb/herb",1
"16287","IVAN2","Forb/herb","Forb/herb",1
"16288","IVANA","Forb/herb","Forb/herb",1
"16289","IVANC","Forb/herb","Forb/herb",1
"16290","IVANM","Forb/herb","Forb/herb",1
"16291","IVAS","Forb/herb","Forb/herb",1
"16292","IVAX","Subshrub, Forb/herb","Forb/herb",1
"16294","IVFR","Subshrub, Forb/herb","Forb/herb",1
"16295","IVFRF","Subshrub, Forb/herb","Forb/herb",1
"16296","IVFRO2","Subshrub, Forb/herb","Forb/herb",1
"16297","IVHA","Subshrub, Forb/herb","Forb/herb",1
"16298","IVIM","Subshrub, Forb/herb","Forb/herb",1
"16299","IVMI","Forb/herb","Forb/herb",1
"16300","IVTE","Forb/herb","Forb/herb",1
"16302","IVAP","Forb/herb","Forb/herb",1
"16303","IVAPA","Forb/herb","Forb/herb",1
"16304","IVAPC","Forb/herb","Forb/herb",1
"16305","IVAR","Forb/herb","Forb/herb",1
"16306","IVAR2","Forb/herb","Forb/herb",1
"16307","IVARA","Forb/herb","Forb/herb",1
"16308","IVARS","Forb/herb","Forb/herb",1
"16309","IVBA","Subshrub, Forb/herb","Forb/herb",1
"16310","IVBAB","Forb/herb","Forb/herb",1
"16311","IVBAB2","Forb/herb","Forb/herb",1
"16312","IVBAS","Subshrub, Forb/herb","Forb/herb",1
"16313","IVCA","Forb/herb","Forb/herb",1
"16314","IVCA2","Forb/herb","Forb/herb",1
"16315","IVCR","Forb/herb","Forb/herb",1
"16316","IVGO","Subshrub, Forb/herb","Forb/herb",1
"16317","IVJA","Forb/herb","Forb/herb",1
"16318","IVKI","Forb/herb","Forb/herb",1
"16319","IVLO","Forb/herb","Forb/herb",1
"16320","IVLY","Forb/herb","Forb/herb",1
"16321","IVLYL","Forb/herb","Forb/herb",1
"16322","IVLYM","Forb/herb","Forb/herb",1
"16323","IVLYS","Forb/herb","Forb/herb",1
"16324","IVMU","Forb/herb","Forb/herb",1
"16325","IVMU2","Subshrub, Forb/herb","Forb/herb",1
"16326","IVPA","Forb/herb","Forb/herb",1
"16327","IVPA2","Forb/herb","Forb/herb",1
"16328","IVPI","Forb/herb","Forb/herb",1
"16329","IVPI2","Forb/herb","Forb/herb",1
"16330","IVPY","Forb/herb","Forb/herb",1
"16331","IVRH","Forb/herb","Forb/herb",1
"16332","IVRHR","Forb/herb","Forb/herb",1
"16333","IVRHS","Forb/herb","Forb/herb",1
"16334","IVSA","Subshrub, Forb/herb","Forb/herb",1
"16335","IVSA2","Forb/herb","Forb/herb",1
"16336","IVSA3","Forb/herb","Forb/herb",1
"16337","IVSE","Forb/herb","Forb/herb",1
"16338","IVSH","Subshrub, Forb/herb","Forb/herb",1
"16339","IVSHO","Subshrub, Forb/herb","Forb/herb",1
"16340","IVSHS","Subshrub, Forb/herb","Forb/herb",1
"16341","IVTW","Forb/herb","Forb/herb",1
"16342","IVUN","Forb/herb","Forb/herb",1
"16343","IVUT","Forb/herb","Forb/herb",1
"16344","IVWE","Forb/herb","Forb/herb",1
"16346","IXST","Forb/herb","Forb/herb",1
"16348","IXCA","Forb/herb","Forb/herb",1
"16349","IXMA","Forb/herb","Forb/herb",1
"16350","IXPO","Forb/herb","Forb/herb",1
"16357","JAIN2","Forb/herb","Forb/herb",1
"16361","JAAG","Vine, Forb/herb","Forb/herb",1
"16362","JACU4","Vine, Forb/herb","Forb/herb",1
"16364","JAOV2","Vine, Forb/herb","Forb/herb",1
"16365","JAOVS","Vine, Forb/herb","Forb/herb",1
"16366","JAPE","Vine, Forb/herb","Forb/herb",1
"16368","JARE","Vine, Forb/herb","Forb/herb",1
"16369","JATA","Vine, Forb/herb","Forb/herb",1
"16374","JAHI","Forb/herb","Forb/herb",1
"16376","JAPR2","Forb/herb","Forb/herb",1
"16385","JAAL","Forb/herb","Forb/herb",1
"16387","JAGR","Vine, Forb/herb","Forb/herb",1
"16391","JAMO","Forb/herb","Forb/herb",1
"16403","JACA3","Forb/herb","Forb/herb",1
"16410","JAGO","Subshrub, Forb/herb","Forb/herb",1
"16411","JAGOE","Subshrub, Forb/herb","Forb/herb",1
"16412","JAGOG","Subshrub, Forb/herb","Forb/herb",1
"16415","JAMA","Forb/herb","Forb/herb",1
"16416","JAMAS","Forb/herb","Forb/herb",1
"16419","JACA4","Forb/herb","Forb/herb",1
"16423","JEDI","Forb/herb","Forb/herb",1
"16425","JERA","Forb/herb","Forb/herb",1
"16426","JEYO","Forb/herb","Forb/herb",1
"16428","JEHE","Forb/herb","Forb/herb",1
"16429","JEMA","Forb/herb","Forb/herb",1
"16430","JEPA","Forb/herb","Forb/herb",1
"16432","JOCR","Forb/herb","Forb/herb",1
"16433","JOPU","Forb/herb","Forb/herb",1
"16435","JOAS","Forb/herb","Forb/herb",1
"16437","JOHE","Forb/herb","Forb/herb",1
"16652","JUAM","Forb/herb","Forb/herb",1
"16653","JUAN","Forb/herb","Forb/herb",1
"16654","JUBE2","Forb/herb","Forb/herb",1
"16655","JUBR6","Forb/herb, Shrub","Forb/herb",1
"16658","JUCO8","Forb/herb","Forb/herb",1
"16659","JUCR","Forb/herb","Forb/herb",1
"16660","JULA3","Forb/herb","Forb/herb",1
"16661","JULO3","Forb/herb, Subshrub","Forb/herb",1
"16662","JUOV","Forb/herb","Forb/herb",1
"16663","JUOVO","Forb/herb","Forb/herb",1
"16665","JUPE3","Forb/herb","Forb/herb",1
"16666","JUPI5","Forb/herb, Subshrub","Forb/herb",1
"16668","JUSP4","Forb/herb","Forb/herb",1
"16671","JUWR","Subshrub, Forb/herb","Forb/herb",1
"16673","KABE","Forb/herb","Forb/herb",1
"16674","KABL","Forb/herb","Forb/herb",1
"16675","KADA","Subshrub, Forb/herb","Forb/herb",1
"16676","KADE","Subshrub, Forb/herb","Forb/herb",1
"16677","KAFE","Subshrub, Forb/herb","Forb/herb",1
"16678","KAGA","Forb/herb","Forb/herb",1
"16679","KAIN2","Subshrub, Forb/herb","Forb/herb",1
"16680","KAINC","Subshrub, Forb/herb","Forb/herb",1
"16681","KALA3","Forb/herb","Forb/herb",1
"16682","KAPI","Subshrub, Forb/herb","Forb/herb",1
"16684","KAIN5","Forb/herb","Forb/herb",1
"16688","KACA","Forb/herb","Forb/herb",1
"16689","KAGR","Forb/herb","Forb/herb",1
"16690","KAHI","Forb/herb","Forb/herb",1
"16691","KAMA","Forb/herb","Forb/herb",1
"16692","KAPA","Forb/herb","Forb/herb",1
"16693","KAPE","Forb/herb","Forb/herb",1
"16694","KAPU","Forb/herb","Forb/herb",1
"16731","KEGA","Forb/herb","Forb/herb",1
"16737","KEER","Forb/herb","Forb/herb",1
"16738","KEHE","Forb/herb","Forb/herb",1
"16743","KIEL","Forb/herb","Forb/herb",1
"16744","KISP","Forb/herb","Forb/herb",1
"16746","KNAR","Forb/herb","Forb/herb",1
"16748","KNUV80","Forb/herb","Forb/herb",1
"16769","KOIS","Forb/herb","Forb/herb",1
"16785","KODE2","Forb/herb","Forb/herb",1
"16786","KOVI","Subshrub, Forb/herb","Forb/herb",1
"16790","KRLA","Subshrub, Forb/herb","Forb/herb",1
"16793","KRPH","Forb/herb","Forb/herb",1
"16797","KRBI","Forb/herb","Forb/herb",1
"16798","KRBIB","Forb/herb","Forb/herb",1
"16799","KRBIV","Forb/herb","Forb/herb",1
"16800","KRCA","Forb/herb","Forb/herb",1
"16801","KRDA","Forb/herb","Forb/herb",1
"16802","KRMO","Forb/herb","Forb/herb",1
"16803","KROC","Forb/herb","Forb/herb",1
"16804","KRVI","Forb/herb","Forb/herb",1
"16805","KRWR","Forb/herb","Forb/herb",1
"16809","KUCO","Forb/herb","Forb/herb",1
"16810","KUHY","Forb/herb","Forb/herb",1
"16812","KUST","Forb/herb","Forb/herb",1
"16813","KUST2","Forb/herb","Forb/herb",1
"16817","KYBO","Forb/herb","Forb/herb",1
"16826","LAPU6","Vine, Forb/herb","Forb/herb",1
"16851","LACA5","Forb/herb","Forb/herb",1
"16853","LAAN","Forb/herb","Forb/herb",1
"16854","LABE","Forb/herb","Forb/herb",1
"16855","LADI5","Forb/herb","Forb/herb",1
"16856","LAEN","Forb/herb","Forb/herb",1
"16857","LAMI3","Forb/herb","Forb/herb",1
"16859","LABI","Forb/herb","Forb/herb",1
"16860","LACA","Forb/herb","Forb/herb",1
"16861","LAFL","Forb/herb","Forb/herb",1
"16862","LAFLF","Forb/herb","Forb/herb",1
"16863","LAFLV","Forb/herb","Forb/herb",1
"16864","LAGR","Forb/herb","Forb/herb",1
"16865","LAGRA","Forb/herb","Forb/herb",1
"16866","LAGRG","Forb/herb","Forb/herb",1
"16867","LAHI","Forb/herb","Forb/herb",1
"16868","LAHIA","Forb/herb","Forb/herb",1
"16869","LAHIH3","Forb/herb","Forb/herb",1
"16870","LAHIS2","Forb/herb","Forb/herb",1
"16871","LALU","Forb/herb","Forb/herb",1
"16872","LAMO4","Forb/herb","Forb/herb",1
"16873","LASA","Forb/herb","Forb/herb",1
"16874","LASA3","Forb/herb","Forb/herb",1
"16875","LASE","Forb/herb","Forb/herb",1
"16876","LATA","Forb/herb","Forb/herb",1
"16877","LATAP","Forb/herb","Forb/herb",1
"16878","LAVI8","Forb/herb","Forb/herb",1
"16880","LARU5","Forb/herb","Forb/herb",1
"16882","LACO13","Forb/herb","Forb/herb",1
"16883","LAER","Forb/herb","Forb/herb",1
"16884","LAFI","Forb/herb","Forb/herb",1
"16885","LASC3","Forb/herb","Forb/herb",1
"16886","LASO2","Forb/herb","Forb/herb",1
"16887","LATU2","Forb/herb","Forb/herb",1
"16890","LAMO5","Forb/herb","Forb/herb",1
"16892","LASI","Vine, Forb/herb","Forb/herb",1
"16896","LADI6","Forb/herb","Forb/herb",1
"16897","LADI","Forb/herb","Forb/herb",1
"16898","LAGL","Forb/herb","Forb/herb",1
"16899","LAMI","Forb/herb","Forb/herb",1
"16900","LARA","Forb/herb","Forb/herb",1
"16901","LARAC","Forb/herb","Forb/herb",1
"16902","LARAR","Forb/herb","Forb/herb",1
"16904","LAGL2","Forb/herb","Forb/herb",1
"16905","LAMI6","Forb/herb","Forb/herb",1
"16913","LAPE3","Forb/herb","Forb/herb",1
"16917","LAGA2","Forb/herb","Forb/herb",1
"16919","LAAL","Forb/herb","Forb/herb",1
"16920","LAAM","Forb/herb","Forb/herb",1
"16921","LAMA","Forb/herb","Forb/herb",1
"16922","LAPU2","Forb/herb","Forb/herb",1
"16923","LAPUI","Forb/herb","Forb/herb",1
"16924","LAPUP","Forb/herb","Forb/herb",1
"16926","LACO5","Forb/herb","Forb/herb",1
"16929","LASP8","Forb/herb","Forb/herb",1
"16931","LAPU12","Forb/herb","Forb/herb",1
"16933","LASE3","Forb/herb","Forb/herb",1
"16934","LASEP","Forb/herb","Forb/herb",1
"16935","LASES","Forb/herb","Forb/herb",1
"16948","LATR5","Subshrub, Shrub, Forb/herb","Forb/herb",1
"16952","LAAE","Forb/herb","Forb/herb",1
"16953","LACA3","Forb/herb","Forb/herb",1
"16954","LAIN4","Forb/herb","Forb/herb",1
"16956","LACE","Forb/herb","Forb/herb",1
"16957","LAMA9","Forb/herb","Forb/herb",1
"16958","LAOC3","Forb/herb","Forb/herb",1
"16959","LAOCC","Forb/herb","Forb/herb",1
"16960","LAOCO","Forb/herb","Forb/herb",1
"16961","LASQ","Forb/herb","Forb/herb",1
"16963","LACO3","Forb/herb","Forb/herb",1
"16965","LAAP3","Forb/herb","Forb/herb",1
"16980","LAPO4","Forb/herb","Forb/herb",1
"16982","LABI5","Forb/herb","Forb/herb",1
"16984","LACO4","Forb/herb","Forb/herb",1
"16986","LABU","Forb/herb","Forb/herb",1
"16987","LACA7","Forb/herb","Forb/herb",1
"16988","LACAB","Forb/herb","Forb/herb",1
"16989","LACAC2","Forb/herb","Forb/herb",1
"16990","LACAM3","Forb/herb","Forb/herb",1
"16991","LACH2","Forb/herb","Forb/herb",1
"16992","LACO6","Forb/herb","Forb/herb",1
"16993","LACO7","Forb/herb","Forb/herb",1
"16994","LADE8","Forb/herb","Forb/herb",1
"16995","LAFE","Forb/herb","Forb/herb",1
"16996","LAFR4","Forb/herb","Forb/herb",1
"16997","LAGL3","Forb/herb","Forb/herb",1
"16998","LAGL4","Forb/herb","Forb/herb",1
"16999","LAGLC","Forb/herb","Forb/herb",1
"17000","LAGLG2","Forb/herb","Forb/herb",1
"17001","LAGR10","Forb/herb","Forb/herb",1
"17002","LALE4","Forb/herb","Forb/herb",1
"17003","LAMA8","Forb/herb","Forb/herb",1
"17004","LAMI4","Forb/herb","Forb/herb",1
"17005","LAMI5","Forb/herb","Forb/herb",1
"17006","LAOR3","Forb/herb","Forb/herb",1
"17007","LAPL2","Forb/herb","Forb/herb",1
"17009","LATE6","Forb/herb","Forb/herb",1
"17011","LAAN3","Vine, Forb/herb","Forb/herb",1
"17012","LAAP2","Vine, Forb/herb","Forb/herb",1
"17013","LABI3","Vine, Forb/herb","Forb/herb",1
"17014","LABI2","Vine, Forb/herb","Forb/herb",1
"17015","LABR","Vine, Forb/herb","Forb/herb",1
"17016","LABRB","Vine, Forb/herb","Forb/herb",1
"17017","LABRZ2","Vine, Forb/herb","Forb/herb",1
"17018","LACI","Vine, Forb/herb","Forb/herb",1
"17019","LADE3","Vine, Forb/herb","Forb/herb",1
"17020","LAEU","Vine, Forb/herb","Forb/herb",1
"17021","LAGL8","Forb/herb","Forb/herb",1
"17022","LAGR3","Vine, Forb/herb","Forb/herb",1
"17023","LAGR9","Vine, Forb/herb","Forb/herb",1
"17024","LAHI2","Vine, Forb/herb","Forb/herb",1
"17025","LAHI4","Vine, Forb/herb","Forb/herb",1
"17026","LAHO2","Vine, Forb/herb","Forb/herb",1
"17027","LAIN14","Forb/herb","Forb/herb",1
"17028","LAJA","Vine, Forb/herb","Forb/herb",1
"17029","LAJAJ","Vine, Forb/herb","Forb/herb",1
"17030","LAJAM","Vine, Forb/herb","Forb/herb",1
"17031","LAJAP","Vine, Forb/herb","Forb/herb",1
"17032","LAJAP2","Vine, Forb/herb","Forb/herb",1
"17033","LAJAP3","Vine, Forb/herb","Forb/herb",1
"17034","LAJE","Vine, Forb/herb","Forb/herb",1
"17035","LAJEC","Vine, Forb/herb","Forb/herb",1
"17036","LAJEJ","Vine, Forb/herb","Forb/herb",1
"17037","LALA6","Vine, Forb/herb","Forb/herb",1
"17038","LALA3","Vine, Forb/herb","Forb/herb",1
"17039","LALAA","Vine, Forb/herb","Forb/herb",1
"17040","LALAB2","Vine, Forb/herb","Forb/herb",1
"17041","LALAL2","Vine, Forb/herb","Forb/herb",1
"17042","LALAL3","Vine, Forb/herb","Forb/herb",1
"17043","LALAT","Vine, Forb/herb","Forb/herb",1
"17044","LALA4","Vine, Forb/herb","Forb/herb",1
"17045","LALI2","Vine, Forb/herb","Forb/herb",1
"17046","LANE3","Vine, Forb/herb","Forb/herb",1
"17047","LANEC","Vine, Forb/herb","Forb/herb",1
"17048","LANEL","Vine, Forb/herb","Forb/herb",1
"17049","LANEN2","Vine, Forb/herb","Forb/herb",1
"17050","LANEP4","Vine, Forb/herb","Forb/herb",1
"17051","LANEP5","Vine, Forb/herb","Forb/herb",1
"17052","LANEP6","Vine, Forb/herb","Forb/herb",1
"17053","LANEN","Vine, Forb/herb","Forb/herb",1
"17054","LANI3","Forb/herb","Forb/herb",1
"17055","LAOC2","Vine, Forb/herb","Forb/herb",1
"17056","LAOD","Vine, Forb/herb","Forb/herb",1
"17057","LAPA4","Vine, Forb/herb","Forb/herb",1
"17058","LAPA5","Vine, Forb/herb","Forb/herb",1
"17059","LAPAP2","Vine, Forb/herb","Forb/herb",1
"17060","LAPAU","Vine, Forb/herb","Forb/herb",1
"17061","LAPO2","Vine, Forb/herb","Forb/herb",1
"17062","LAPOI","Vine, Forb/herb","Forb/herb",1
"17063","LAPOP","Vine, Forb/herb","Forb/herb",1
"17064","LAPOH","Vine, Forb/herb","Forb/herb",1
"17065","LAPOP2","Vine, Forb/herb","Forb/herb",1
"17066","LAPO3","Vine, Forb/herb","Forb/herb",1
"17067","LAPR","Vine, Forb/herb","Forb/herb",1
"17068","LAPU3","Vine, Forb/herb","Forb/herb",1
"17069","LARI","Vine, Forb/herb","Forb/herb",1
"17070","LASA2","Vine, Forb/herb","Forb/herb",1
"17071","LASP2","Vine, Forb/herb","Forb/herb",1
"17072","LASP3","Vine, Forb/herb","Forb/herb",1
"17073","LASU","Vine, Forb/herb","Forb/herb",1
"17074","LASUA","Vine, Forb/herb","Forb/herb",1
"17075","LASUS","Vine, Forb/herb","Forb/herb",1
"17076","LASY","Vine, Forb/herb","Forb/herb",1
"17077","LATI","Vine, Forb/herb","Forb/herb",1
"17078","LATO","Vine, Forb/herb","Forb/herb",1
"17079","LATU","Vine, Forb/herb","Forb/herb",1
"17080","LAVE","Vine, Forb/herb","Forb/herb",1
"17081","LAVE2","Vine, Forb/herb","Forb/herb",1
"17082","LAVEA","Vine, Forb/herb","Forb/herb",1
"17083","LAVEB","Vine, Forb/herb","Forb/herb",1
"17084","LAVEL","Vine, Forb/herb","Forb/herb",1
"17085","LAVEL2","Vine, Forb/herb","Forb/herb",1
"17086","LAVEV","Vine, Forb/herb","Forb/herb",1
