"plant_id","type","type","present"
"174301","DIAUA2","Subshrub, Shrub","Subshrub",1
"174302","DICA12","Shrub, Subshrub","Subshrub",1
"174303","DICL2","Subshrub, Forb/herb","Subshrub",1
"174304","DIFA3","Shrub, Subshrub","Subshrub",1
"174305","DIGR5","Shrub, Subshrub","Subshrub",1
"174306","DILI4","Shrub, Subshrub","Subshrub",1
"174307","DILO5","Shrub, Subshrub","Subshrub",1
"174308","DILO6","Shrub, Subshrub","Subshrub",1
"174309","DIPA10","Subshrub, Shrub","Subshrub",1
"174310","DIPU4","Shrub, Subshrub","Subshrub",1
"174311","DIRU3","Shrub, Subshrub","Subshrub",1
"174325","DITE4","Subshrub, Forb/herb","Subshrub",1
"174351","DIFR6","Shrub, Subshrub","Subshrub",1
"174354","DIVI6","Subshrub, Forb/herb","Subshrub",1
"174421","DOAL2","Subshrub, Forb/herb","Subshrub",1
"174422","DOAR","Subshrub, Forb/herb","Subshrub",1
"174424","DOCO7","Subshrub","Subshrub",1
"174425","DOGO","Subshrub, Forb/herb","Subshrub",1
"174426","DOID","Subshrub, Forb/herb","Subshrub",1
"174427","DOLA","Subshrub, Forb/herb","Subshrub",1
"174428","DOLAC","Subshrub, Forb/herb","Subshrub",1
"174429","DOLAL","Subshrub, Forb/herb","Subshrub",1
"174430","DOMO","Subshrub, Forb/herb","Subshrub",1
"174431","DONI","Subshrub, Forb/herb","Subshrub",1
"174432","DONID","Subshrub, Forb/herb","Subshrub",1
"174433","DONIN","Subshrub, Forb/herb","Subshrub",1
"174434","DOOC","Subshrub, Forb/herb","Subshrub",1
"174610","DRSY","Subshrub, Forb/herb","Subshrub",1
"174616","DRFL2","Subshrub, Shrub, Forb/herb","Subshrub",1
"174617","DRHI4","Subshrub","Subshrub",1
"174618","DRSP5","Subshrub, Shrub, Forb/herb","Subshrub",1
"174625","DRCA14","Forb/herb, Subshrub","Subshrub",1
"174640","DRDR","Subshrub, Shrub, Forb/herb","Subshrub",1
"174641","DRDRD","Subshrub, Shrub, Forb/herb","Subshrub",1
"174642","DRDRE","Subshrub, Shrub, Forb/herb","Subshrub",1
"174643","DRDRT","Subshrub, Shrub, Forb/herb","Subshrub",1
"174644","DRIN4","Subshrub, Shrub, Forb/herb","Subshrub",1
"174645","DRINC","Subshrub, Shrub, Forb/herb","Subshrub",1
"174646","DRINC2","Subshrub, Shrub, Forb/herb","Subshrub",1
"174647","DRINI2","Subshrub, Shrub, Forb/herb","Subshrub",1
"174648","DRINS","Subshrub, Shrub, Forb/herb","Subshrub",1
"174649","DROC","Subshrub, Shrub, Forb/herb","Subshrub",1
"174650","DROCA2","Subshrub, Shrub, Forb/herb","Subshrub",1
"174651","DROCH","Subshrub, Shrub, Forb/herb","Subshrub",1
"174652","DROCO","Subshrub, Shrub, Forb/herb","Subshrub",1
"174653","DROCA3","Subshrub, Shrub, Forb/herb","Subshrub",1
"174654","DROCK2","Subshrub, Shrub, Forb/herb","Subshrub",1
"174655","DROCO2","Subshrub, Shrub, Forb/herb","Subshrub",1
"174656","DROCP8","Subshrub, Shrub, Forb/herb","Subshrub",1
"174730","DUFA2","Tree, Subshrub, Shrub","Subshrub",1
"174731","DUHE","Subshrub, Shrub","Subshrub",1
"174765","DUSC","Shrub, Subshrub","Subshrub",1
"174766","DUSCL2","Shrub, Subshrub","Subshrub",1
"174767","DUSCS","Shrub, Subshrub","Subshrub",1
"174770","DUTH","Shrub, Subshrub","Subshrub",1
"174771","DUWA","Subshrub, Shrub","Subshrub",1
"174852","DYAM","Forb/herb, Subshrub","Subshrub",1
"174860","DYMU","Forb/herb, Subshrub","Subshrub",1
"174866","EAEL","Subshrub, Shrub","Subshrub",1
"174878","ECST","Subshrub, Forb/herb","Subshrub",1
"174955","ECVIC7","Subshrub","Subshrub",1
"174960","ECVIN","Subshrub","Subshrub",1
"174961","ECVIR","Subshrub","Subshrub",1
"174963","ECVIW","Subshrub","Subshrub",1
"174994","ECIND2","Subshrub","Subshrub",1
"174995","ECINI","Subshrub","Subshrub",1
"175299","EMEA","Subshrub, Shrub","Subshrub",1
"175300","EMEAA","Subshrub, Shrub","Subshrub",1
"175301","EMNI","Subshrub, Shrub","Subshrub",1
"175302","EMNIH","Subshrub, Shrub","Subshrub",1
"175303","EMNIN","Subshrub, Shrub","Subshrub",1
"175308","ENCA","Subshrub, Shrub","Subshrub",1
"175309","ENFA","Subshrub, Shrub","Subshrub",1
"175312","ENRE","Shrub, Subshrub","Subshrub",1
"175313","ENRER","Shrub, Subshrub","Subshrub",1
"175314","ENRET","Shrub, Subshrub","Subshrub",1
"175315","ENSC","Subshrub, Forb/herb","Subshrub",1
"175319","ENCO","Subshrub, Forb/herb","Subshrub",1
"175320","ENNU","Subshrub, Forb/herb","Subshrub",1
"175321","ENNUC","Subshrub, Forb/herb","Subshrub",1
"175322","ENNUN","Subshrub, Forb/herb","Subshrub",1
"175324","ENTO3","Shrub, Subshrub","Subshrub",1
"175361","EPAS","Shrub, Subshrub","Subshrub",1
"175363","EPCO2","Subshrub, Shrub","Subshrub",1
"175368","EPNE","Subshrub, Shrub","Subshrub",1
"175370","EPTO","Subshrub, Shrub","Subshrub",1
"175371","EPTOP","Shrub, Subshrub","Subshrub",1
"175372","EPTOT","Shrub, Subshrub","Subshrub",1
"175393","EPRE2","Subshrub, Shrub","Subshrub",1
"175400","EPCA3","Subshrub, Forb/herb","Subshrub",1
"175401","EPCAA","Subshrub, Forb/herb","Subshrub",1
"175402","EPCAC2","Subshrub, Forb/herb","Subshrub",1
"175403","EPCAG","Subshrub, Forb/herb","Subshrub",1
"175404","EPCAL","Forb/herb, Subshrub","Subshrub",1
"175430","EPNE2","Subshrub, Forb/herb","Subshrub",1
"175431","EPNI","Subshrub","Subshrub",1
"175432","EPOB","Subshrub, Forb/herb","Subshrub",1
"175441","EPRI","Subshrub, Forb/herb","Subshrub",1
"175444","EPSI2","Subshrub, Forb/herb","Subshrub",1
"175446","EPSU","Subshrub, Forb/herb","Subshrub",1
"175457","EPHO2","Shrub, Subshrub","Subshrub",1
"175567","ERRO8","Subshrub, Forb/herb","Subshrub",1
"175582","ERDE2","Subshrub, Forb/herb","Subshrub",1
"175583","ERDED6","Forb/herb, Subshrub","Subshrub",1
"175584","ERDES","Forb/herb, Subshrub","Subshrub",1
"175607","ERCI3","Subshrub, Shrub","Subshrub",1
"175608","ERLU6","Subshrub, Shrub","Subshrub",1
"175609","ERTE4","Subshrub, Shrub","Subshrub",1
"175610","ERVA2","Subshrub, Shrub","Subshrub",1
"175616","ERCE3","Subshrub, Shrub","Subshrub",1
"175617","ERCO40","Subshrub, Shrub","Subshrub",1
"175618","ERCO23","Subshrub, Shrub","Subshrub",1
"175620","ERCU7","Subshrub, Shrub","Subshrub",1
"175621","ERCUC","Subshrub, Shrub","Subshrub",1
"175622","ERCUM","Subshrub, Shrub","Subshrub",1
"175623","ERCUS","Subshrub, Shrub","Subshrub",1
"175624","ERDI14","Subshrub, Shrub","Subshrub",1
"175625","ERDID","Subshrub, Shrub","Subshrub",1
"175626","ERDIL","Subshrub, Shrub","Subshrub",1
"175628","ERFA5","Subshrub, Shrub","Subshrub",1
"175630","ERGR16","Subshrub, Shrub","Subshrub",1
"175631","ERLA12","Subshrub, Shrub","Subshrub",1
"175632","ERLI8","Shrub, Subshrub","Subshrub",1
"175634","ERNA7","Subshrub, Shrub","Subshrub",1
"175635","ERNA10","Shrub, Subshrub","Subshrub",1
"175636","ERNAC2","Shrub, Subshrub","Subshrub",1
"175637","ERNAA3","Shrub, Subshrub","Subshrub",1
"175638","ERNAC3","Shrub, Subshrub","Subshrub",1
"175639","ERNAJ","Shrub, Subshrub","Subshrub",1
"175640","ERNAL","Shrub, Subshrub","Subshrub",1
"175641","ERNAM","Shrub, Subshrub","Subshrub",1
"175642","ERNAN2","Shrub, Subshrub","Subshrub",1
"175643","ERNAO","Shrub, Subshrub","Subshrub",1
"175644","ERNAT","Shrub, Subshrub","Subshrub",1
"175645","ERNAN3","Shrub, Subshrub","Subshrub",1
"175646","ERNAB","Shrub, Subshrub","Subshrub",1
"175647","ERNAB2","Shrub, Subshrub","Subshrub",1
"175648","ERNAG","Shrub, Subshrub","Subshrub",1
"175649","ERNAG2","Shrub, Subshrub","Subshrub",1
"175650","ERNAH","Shrub, Subshrub","Subshrub",1
"175651","ERNAI","Shrub, Subshrub","Subshrub",1
"175652","ERNAL2","Shrub, Subshrub","Subshrub",1
"175653","ERNAN4","Shrub, Subshrub","Subshrub",1
"175654","ERNAN5","Shrub, Subshrub","Subshrub",1
"175655","ERNAP","Shrub, Subshrub","Subshrub",1
"175656","ERNAS","Shrub, Subshrub","Subshrub",1
"175657","ERNAS2","Shrub, Subshrub","Subshrub",1
"175658","ERNAT2","Shrub, Subshrub","Subshrub",1
"175659","ERNAW","Shrub, Subshrub","Subshrub",1
"175660","EROB3","Subshrub, Shrub","Subshrub",1
"175682","ERSU13","Subshrub, Shrub","Subshrub",1
"175686","ERWA8","Subshrub, Shrub","Subshrub",1
"175687","ERZI2","Subshrub, Shrub","Subshrub",1
"175699","ERAL3","Subshrub, Forb/herb","Subshrub",1
"175725","ERBI7","Subshrub, Forb/herb","Subshrub",1
"175727","ERBL4","Subshrub, Forb/herb","Subshrub",1
"175740","ERCA3","Forb/herb, Subshrub","Subshrub",1
"175750","ERCO27","Subshrub, Forb/herb","Subshrub",1
"175751","ERCOC3","Subshrub, Forb/herb","Subshrub",1
"175752","ERCOC4","Subshrub, Forb/herb","Subshrub",1
"175753","ERCOS","Subshrub, Forb/herb","Subshrub",1
"175778","EREX4","Subshrub, Forb/herb","Subshrub",1
"175804","ERHE9","Subshrub, Forb/herb","Subshrub",1
"175822","ERLA2","Forb/herb, Subshrub","Subshrub",1
"175823","ERLAD","Forb/herb, Subshrub","Subshrub",1
"175824","ERLAL4","Subshrub, Forb/herb","Subshrub",1
"175838","ERMI2","Subshrub, Forb/herb","Subshrub",1
"175907","ERSI3","Subshrub, Forb/herb","Subshrub",1
"175910","ERSP4","Subshrub, Forb/herb","Subshrub",1
"175911","ERSPM","Subshrub, Forb/herb","Subshrub",1
"175912","ERSPS","Subshrub, Forb/herb","Subshrub",1
"175937","ERUT","Subshrub, Forb/herb","Subshrub",1
"175938","ERUTS","Subshrub, Forb/herb","Subshrub",1
"175939","ERUTU","Subshrub, Forb/herb","Subshrub",1
"175989","ERCA7","Subshrub, Shrub","Subshrub",1
"175993","ERPA7","Forb/herb, Subshrub","Subshrub",1
"176002","ERAL4","Subshrub, Forb/herb","Subshrub",1
"176003","ERALA2","Subshrub, Forb/herb","Subshrub",1
"176004","ERALG","Subshrub, Forb/herb","Subshrub",1
"176005","ERALM2","Subshrub, Forb/herb","Subshrub",1
"176008","ERAL6","Subshrub, Forb/herb","Subshrub",1
"176009","ERAM6","Subshrub, Forb/herb","Subshrub",1
"176019","ERAR6","Subshrub, Shrub","Subshrub",1
"176029","ERBI","Subshrub, Shrub, Forb/herb","Subshrub",1
"176031","ERBL3","Subshrub, Shrub","Subshrub",1
"176038","ERBR5","Subshrub, Forb/herb","Subshrub",1
"176039","ERBRB4","Subshrub, Forb/herb","Subshrub",1
"176040","ERBRC","Subshrub, Forb/herb","Subshrub",1
"176041","ERBRL","Subshrub, Forb/herb","Subshrub",1
"176042","ERBRM","Subshrub, Forb/herb","Subshrub",1
"176043","ERBU2","Subshrub, Shrub, Forb/herb","Subshrub",1
"176044","ERCA8","Subshrub, Forb/herb","Subshrub",1
"176053","ERCH6","Subshrub, Forb/herb","Subshrub",1
"176054","ERCI5","Subshrub, Shrub","Subshrub",1
"176058","ERCL2","Subshrub, Shrub, Forb/herb","Subshrub",1
"176061","ERCO11","Subshrub, Forb/herb","Subshrub",1
"176062","ERCO12","Subshrub, Forb/herb","Subshrub",1
"176063","ERCOC8","Subshrub, Forb/herb","Subshrub",1
"176064","ERCOL","Subshrub, Forb/herb","Subshrub",1
"176065","ERCOL2","Subshrub, Forb/herb","Subshrub",1
"176067","ERCO19","Subshrub, Shrub","Subshrub",1
"176069","ERCO13","Subshrub, Shrub, Forb/herb","Subshrub",1
"176070","ERCO21","Subshrub, Forb/herb","Subshrub",1
"176071","ERCO14","Subshrub, Shrub","Subshrub",1
"176072","ERCOA","Subshrub, Shrub","Subshrub",1
"176073","ERCOC9","Subshrub, Shrub","Subshrub",1
"176074","ERCOG2","Subshrub, Shrub","Subshrub",1
"176075","ERCON","Shrub, Subshrub","Subshrub",1
"176076","ERCOO","Subshrub, Shrub","Subshrub",1
"176077","ERCOV","Subshrub, Shrub","Subshrub",1
"176079","ERCR3","Subshrub, Shrub","Subshrub",1
"176091","ERDE9","Subshrub, Shrub","Subshrub",1
"176094","ERDI10","Subshrub, Forb/herb","Subshrub",1
"176096","ERDO","Subshrub, Forb/herb","Subshrub",1
"176097","ERDOD","Subshrub, Forb/herb","Subshrub",1
"176098","ERDOS","Subshrub, Forb/herb","Subshrub",1
"176099","ERDU2","Subshrub, Shrub","Subshrub",1
"176101","EREF","Subshrub, Shrub","Subshrub",1
"176102","EREFE","Subshrub, Shrub","Subshrub",1
"176103","EREL5","Subshrub, Forb/herb","Subshrub",1
"176104","ERELE","Subshrub, Forb/herb","Subshrub",1
"176105","ERELV","Subshrub, Forb/herb","Subshrub",1
"176107","EREL6","Subshrub, Forb/herb","Subshrub",1
"176111","ERER6","Subshrub, Forb/herb","Subshrub",1
"176112","ERERE2","Subshrub, Forb/herb","Subshrub",1
"176117","ERFA2","Subshrub, Shrub","Subshrub",1
"176118","ERFAF3","Subshrub, Shrub","Subshrub",1
"176119","ERFAF","Subshrub, Shrub","Subshrub",1
"176120","ERFAF2","Subshrub, Shrub","Subshrub",1
"176121","ERFAP","Subshrub, Shrub","Subshrub",1
"176122","ERFL4","Subshrub, Forb/herb","Subshrub",1
"176123","ERFLA","Subshrub, Forb/herb","Subshrub",1
"176124","ERFLF","Subshrub, Forb/herb","Subshrub",1
"176125","ERFLP","Subshrub, Forb/herb","Subshrub",1
"176126","ERFLP2","Subshrub, Forb/herb","Subshrub",1
"176129","ERGI2","Subshrub, Shrub","Subshrub",1
"176130","ERGIC","Subshrub, Shrub","Subshrub",1
"176131","ERGIF","Subshrub, Shrub","Subshrub",1
"176132","ERGIG","Subshrub, Shrub","Subshrub",1
"176133","ERGI3","Subshrub, Forb/herb","Subshrub",1
"176142","ERGR12","Subshrub, Shrub","Subshrub",1
"176143","ERGRG5","Subshrub, Shrub","Subshrub",1
"176144","ERGRR","Subshrub, Shrub","Subshrub",1
"176145","ERGRT","Subshrub, Shrub","Subshrub",1
"176147","ERGY","Subshrub, Forb/herb","Subshrub",1
"176149","ERHE","Subshrub, Shrub","Subshrub",1
"176150","ERHEA4","Subshrub, Shrub","Subshrub",1
"176151","ERHEA","Subshrub, Shrub","Subshrub",1
"176152","ERHEC","Subshrub, Shrub","Subshrub",1
"176153","ERHEF","Subshrub, Shrub","Subshrub",1
"176154","ERHEH2","Subshrub, Shrub","Subshrub",1
"176155","ERHEH","Subshrub, Shrub","Subshrub",1
"176156","ERHEO","Subshrub, Shrub","Subshrub",1
"176157","ERHES","Subshrub, Shrub","Subshrub",1
"176158","ERHES5","Shrub, Subshrub","Subshrub",1
"176159","ERHES2","Subshrub, Shrub","Subshrub",1
"176160","ERHE11","Shrub, Subshrub","Subshrub",1
"176162","ERHE2","Subshrub, Forb/herb","Subshrub",1
"176163","ERHEA2","Subshrub, Forb/herb","Subshrub",1
"176164","ERHEH3","Subshrub, Forb/herb","Subshrub",1
"176165","ERHEL","Subshrub, Forb/herb","Subshrub",1
"176166","ERHI3","Subshrub, Forb/herb","Subshrub",1
"176167","ERHI7","Subshrub, Forb/herb","Subshrub",1
"176175","ERHY3","Subshrub, Forb/herb","Subshrub",1
"176176","ERIN9","Subshrub, Forb/herb","Subshrub",1
"176184","ERIN5","Subshrub, Forb/herb","Subshrub",1
"176185","ERJA","Subshrub, Forb/herb","Subshrub",1
"176186","ERJAF","Subshrub, Forb/herb","Subshrub",1
"176187","ERJAJ","Subshrub, Forb/herb","Subshrub",1
"176188","ERJAR","Forb/herb, Subshrub","Subshrub",1
"176189","ERJAS","Subshrub, Forb/herb","Subshrub",1
"176190","ERJAU","Subshrub, Forb/herb","Subshrub",1
"176191","ERJAW","Subshrub, Forb/herb","Subshrub",1
"176192","ERJAX","Subshrub, Forb/herb","Subshrub",1
"176193","ERJO","Subshrub","Subshrub",1
"176194","ERKE","Subshrub, Forb/herb","Subshrub",1
"176195","ERKE2","Subshrub, Forb/herb","Subshrub",1
"176196","ERKEA","Subshrub, Forb/herb","Subshrub",1
"176197","ERKEA2","Subshrub, Forb/herb","Subshrub",1
"176198","ERKEK","Subshrub, Forb/herb","Subshrub",1
"176199","ERKEP","Subshrub, Forb/herb","Subshrub",1
"176200","ERKI","Subshrub, Forb/herb","Subshrub",1
"176201","ERLA3","Subshrub, Forb/herb","Subshrub",1
"176203","ERLAL5","Forb/herb, Subshrub","Subshrub",1
"176206","ERLA10","Subshrub, Forb/herb","Subshrub",1
"176207","ERLA4","Subshrub, Forb/herb","Subshrub",1
"176208","ERLA5","Subshrub","Subshrub",1
"176210","ERLE9","Subshrub, Shrub","Subshrub",1
"176211","ERLEL","Subshrub, Shrub","Subshrub",1
"176212","ERLEP","Subshrub, Shrub","Subshrub",1
"176213","ERLER","Subshrub, Shrub","Subshrub",1
"176214","ERLE10","Subshrub, Shrub","Subshrub",1
"176216","ERLI4","Subshrub, Forb/herb","Subshrub",1
"176217","ERLO2","Subshrub, Forb/herb","Subshrub",1
"176219","ERLO4","Subshrub, Shrub, Forb/herb","Subshrub",1
"176220","ERLOF","Subshrub, Shrub, Forb/herb","Subshrub",1
"176221","ERLOI","Forb/herb, Shrub, Subshrub","Subshrub",1
"176222","ERLOL3","Subshrub, Shrub, Forb/herb","Subshrub",1
"176223","ERLON","Forb/herb, Shrub, Subshrub","Subshrub",1
"176236","ERMA4","Subshrub, Forb/herb","Subshrub",1
"176239","ERMI4","Subshrub, Shrub","Subshrub",1
"176240","ERMIA","Subshrub","Subshrub",1
"176241","ERMIA2","Subshrub, Shrub","Subshrub",1
"176242","ERMIC","Subshrub, Shrub","Subshrub",1
"176243","ERMIJ","Subshrub","Subshrub",1
"176244","ERMIL","Subshrub","Subshrub",1
"176245","ERMIL2","Subshrub, Shrub","Subshrub",1
"176246","ERMIM2","Subshrub, Shrub","Subshrub",1
"176247","ERMIP","Subshrub, Shrub","Subshrub",1
"176248","ERMIS2","Subshrub, Shrub","Subshrub",1
"176251","ERMO9","Subshrub","Subshrub",1
"176255","ERNE6","Subshrub, Shrub, Forb/herb","Subshrub",1
"176256","ERNE8","Subshrub, Forb/herb","Subshrub",1
"176258","ERNI2","Subshrub, Forb/herb","Subshrub",1
"176261","ERNU3","Subshrub, Forb/herb","Subshrub",1
"176262","ERNUA","Subshrub, Forb/herb","Subshrub",1
"176263","ERNUD","Subshrub, Forb/herb","Subshrub",1
"176264","ERNUD2","Subshrub, Forb/herb","Subshrub",1
"176265","ERNUI","Subshrub, Forb/herb","Subshrub",1
"176266","ERNUM","Subshrub, Forb/herb","Subshrub",1
"176267","ERNUN","Subshrub, Forb/herb","Subshrub",1
"176268","ERNUO","Subshrub, Forb/herb","Subshrub",1
"176269","ERNUP","Subshrub, Forb/herb","Subshrub",1
"176270","ERNUP2","Subshrub, Forb/herb","Subshrub",1
"176271","ERNUP4","Subshrub, Forb/herb","Subshrub",1
"176272","ERNUR","Subshrub, Forb/herb","Subshrub",1
"176273","ERNUS2","Subshrub, Forb/herb","Subshrub",1
"176274","ERNUW","Subshrub, Forb/herb","Subshrub",1
"176275","ERNU4","Subshrub, Shrub","Subshrub",1
"176279","EROC2","Subshrub, Forb/herb","Subshrub",1
"176280","EROCA","Subshrub, Forb/herb","Subshrub",1
"176281","EROCC","Subshrub, Forb/herb","Subshrub",1
"176282","EROCO2","Subshrub, Forb/herb","Subshrub",1
"176283","EROCS","Subshrub, Forb/herb","Subshrub",1
"176286","EROV","Subshrub, Forb/herb","Subshrub",1
"176287","EROVC","Subshrub, Forb/herb","Subshrub",1
"176288","EROVD","Subshrub, Forb/herb","Subshrub",1
"176289","EROVE","Subshrub, Forb/herb","Subshrub",1
"176290","EROVF2","Subshrub","Subshrub",1
"176291","EROVN","Subshrub, Forb/herb","Subshrub",1
"176292","EROVO4","Subshrub, Forb/herb","Subshrub",1
"176293","EROVO5","Subshrub, Forb/herb","Subshrub",1
"176294","EROVP","Subshrub, Forb/herb","Subshrub",1
"176295","EROVP2","Subshrub, Forb/herb","Subshrub",1
"176296","EROVR","Subshrub","Subshrub",1
"176297","EROVV","Subshrub, Forb/herb","Subshrub",1
"176298","EROVW","Subshrub, Forb/herb","Subshrub",1
"176305","ERPA8","Subshrub, Shrub","Subshrub",1
"176306","ERPA9","Subshrub, Forb/herb","Subshrub",1
"176307","ERPAG","Subshrub, Forb/herb","Subshrub",1
"176308","ERPAP6","Subshrub, Forb/herb","Subshrub",1
"176309","ERPE10","Forb/herb, Subshrub","Subshrub",1
"176310","ERPE6","Subshrub, Shrub, Forb/herb","Subshrub",1
"176314","ERPH4","Forb/herb, Subshrub","Subshrub",1
"176315","ERPL3","Subshrub, Shrub, Forb/herb","Subshrub",1
"176316","ERPO16","Forb/herb, Shrub, Subshrub","Subshrub",1
"176318","ERPO8","Subshrub, Forb/herb","Subshrub",1
"176319","ERPR8","Subshrub, Shrub, Forb/herb","Subshrub",1
"176320","ERPRA","Subshrub, Shrub, Forb/herb","Subshrub",1
"176321","ERPRP","Subshrub, Shrub, Forb/herb","Subshrub",1
"176323","ERPU21","Forb/herb, Subshrub","Subshrub",1
"176324","ERPU15","Forb/herb, Subshrub","Subshrub",1
"176326","ERPY2","Subshrub, Forb/herb","Subshrub",1
"176327","ERPYC","Subshrub, Forb/herb","Subshrub",1
"176328","ERPYP","Subshrub, Forb/herb","Subshrub",1
"176329","ERRA3","Subshrub, Forb/herb","Subshrub",1
"176331","ERRI","Subshrub, Forb/herb","Subshrub",1
"176333","ERRO10","Forb/herb, Subshrub","Subshrub",1
"176342","ERSA6","Subshrub, Forb/herb","Subshrub",1
"176344","ERSC5","Subshrub, Forb/herb","Subshrub",1
"176346","ERSI5","Subshrub, Forb/herb","Subshrub",1
"176347","ERSM","Subshrub, Shrub","Subshrub",1
"176355","ERSP7","Subshrub, Shrub","Subshrub",1
"176356","ERSPF","Subshrub, Shrub","Subshrub",1
"176357","ERSPH","Subshrub, Shrub","Subshrub",1
"176358","ERSPS4","Subshrub, Shrub","Subshrub",1
"176359","ERST4","Subshrub, Forb/herb","Subshrub",1
"176360","ERSTP","Subshrub, Forb/herb","Subshrub",1
"176361","ERSTA3","Subshrub, Forb/herb","Subshrub",1
"176362","ERSTG2","Subshrub, Forb/herb","Subshrub",1
"176363","ERSTP3","Subshrub, Forb/herb","Subshrub",1
"176364","ERSTS3","Subshrub, Forb/herb","Subshrub",1
"176366","ERSU8","Subshrub, Forb/herb","Subshrub",1
"176368","ERTE9","Subshrub, Forb/herb","Subshrub",1
"176369","ERTEP","Subshrub, Forb/herb","Subshrub",1
"176370","ERTER","Subshrub, Forb/herb","Subshrub",1
"176371","ERTET","Subshrub, Forb/herb","Subshrub",1
"176374","ERTH2","Subshrub, Forb/herb","Subshrub",1
"176375","ERTHA","Subshrub, Forb/herb","Subshrub",1
"176376","ERTHA2","Subshrub, Forb/herb","Subshrub",1
"176377","ERTHM","Subshrub, Forb/herb","Subshrub",1
"176378","ERTHT","Subshrub, Forb/herb","Subshrub",1
"176379","ERTH6","Forb/herb, Subshrub","Subshrub",1
"176381","ERTH4","Subshrub, Forb/herb","Subshrub",1
"176387","ERTR9","Subshrub, Shrub","Subshrub",1
"176390","ERTW2","Subshrub, Forb/herb","Subshrub",1
"176391","ERUM","Subshrub, Shrub, Forb/herb","Subshrub",1
"176392","ERUMA2","Subshrub, Forb/herb","Subshrub",1
"176393","ERUMA3","Subshrub, Forb/herb","Subshrub",1
"176394","ERUMB","Subshrub, Forb/herb","Subshrub",1
"176395","ERUMC2","Subshrub, Forb/herb","Subshrub",1
"176396","ERUMC4","Subshrub, Forb/herb","Subshrub",1
"176397","ERUMC3","Subshrub, Forb/herb","Subshrub",1
"176398","ERUMC","Subshrub, Forb/herb","Subshrub",1
"176399","ERUMD","Subshrub, Forb/herb","Subshrub",1
"176400","ERUMD2","Subshrub, Forb/herb","Subshrub",1
"176401","ERUMD3","Subshrub, Forb/herb","Subshrub",1
"176402","ERUME","Forb/herb, Subshrub","Subshrub",1
"176403","ERUMF","Subshrub, Forb/herb","Subshrub",1
"176404","ERUMG","Subshrub, Forb/herb","Subshrub",1
"176405","ERUMG2","Subshrub, Forb/herb","Subshrub",1
"176406","ERUMH","Subshrub, Forb/herb","Subshrub",1
"176407","ERUMH2","Subshrub, Forb/herb","Subshrub",1
"176408","ERUMH3","Subshrub, Forb/herb","Subshrub",1
"176409","ERUMJ","Subshrub, Forb/herb","Subshrub",1
"176410","ERUMM","Subshrub, Forb/herb","Subshrub",1
"176411","ERUMM2","Subshrub, Forb/herb","Subshrub",1
"176412","ERUMM9","Forb/herb, Subshrub","Subshrub",1
"176413","ERUMM3","Subshrub, Forb/herb","Subshrub",1
"176414","ERUMN","Subshrub, Forb/herb","Subshrub",1
"176415","ERUMP2","Forb/herb, Shrub, Subshrub","Subshrub",1
"176416","ERUMS3","Subshrub, Forb/herb","Subshrub",1
"176417","ERUMS2","Subshrub, Shrub, Forb/herb","Subshrub",1
"176418","ERUMT","Subshrub, Forb/herb","Subshrub",1
"176419","ERUMU2","Subshrub, Forb/herb","Subshrub",1
"176420","ERUMV","Subshrub, Shrub, Forb/herb","Subshrub",1
"176421","ERUMV2","Subshrub, Forb/herb","Subshrub",1
"176422","ERUR3","Subshrub, Forb/herb","Subshrub",1
"176424","ERURU","Subshrub, Forb/herb","Subshrub",1
"176435","ERWR","Subshrub, Shrub, Forb/herb","Subshrub",1
"176436","ERWRM","Subshrub, Forb/herb","Subshrub",1
"176437","ERWRN","Subshrub, Shrub, Forb/herb","Subshrub",1
"176439","ERWRP","Subshrub, Shrub, Forb/herb","Subshrub",1
"176440","ERWRS","Subshrub, Forb/herb","Subshrub",1
"176441","ERWRT2","Subshrub, Forb/herb","Subshrub",1
"176442","ERWRW","Subshrub","Subshrub",1
"176443","ERZI","Forb/herb, Subshrub","Subshrub",1
"176445","ERZIZ","Forb/herb, Subshrub","Subshrub",1
"176484","ERCO25","Subshrub, Shrub","Subshrub",1
"176485","ERCOC12","Shrub, Subshrub","Subshrub",1
"176486","ERCOT","Shrub, Subshrub","Subshrub",1
"176488","ERJE","Subshrub, Forb/herb","Subshrub",1
"176489","ERLA6","Subshrub, Forb/herb","Subshrub",1
"176490","ERLAA","Subshrub, Forb/herb","Subshrub",1
"176491","ERLAA2","Subshrub, Forb/herb","Subshrub",1
"176492","ERLAA3","Subshrub, Forb/herb","Subshrub",1
"176493","ERLAC","Subshrub, Forb/herb","Subshrub",1
"176494","ERLAC2","Subshrub, Forb/herb","Subshrub",1
"176495","ERLAG","Subshrub, Forb/herb","Subshrub",1
"176496","ERLAH","Subshrub, Forb/herb","Subshrub",1
"176497","ERLAI","Subshrub, Forb/herb","Subshrub",1
"176498","ERLAL3","Subshrub, Forb/herb","Subshrub",1
"176499","ERLAL","Subshrub, Forb/herb","Subshrub",1
"176500","ERLAL2","Subshrub, Forb/herb","Subshrub",1
"176501","ERLAO","Subshrub, Forb/herb","Subshrub",1
"176502","ERLA8","Subshrub, Forb/herb","Subshrub",1
"176505","ERNU6","Subshrub, Forb/herb","Subshrub",1
"176507","ERST9","Subshrub","Subshrub",1
"176546","ERRO7","Subshrub, Shrub","Subshrub",1
